node,in_degree_weekday,out_degree_weekday,PageRank_weekday,HITS_hub_weekday,HITS_authority_weekday,in_degree_weekend,out_degree_weekend,PageRank_weekend,HITS_hub_weekend,HITS_authority_weekend
JURONG PORT,985920.0,601400.0,0.0010958523727480152,0.00012587122060662008,0.0001314972981895742,218200.0,151900.0,0.0008641836081741912,0.00025169917147638683,0.0002456062481196662
JURONG RIVER,1099500.0,1344340.0,0.0011694438162167728,0.00018384184548412172,0.00027691603148921633,648480.0,575700.0,0.0016079689697524745,0.0007042094798794309,0.000898389335576002
JURONG WEST CENTRAL,30629664.0,31743625.0,0.02103276649009176,0.009113326755416477,0.007151157111116105,10561550.0,10560211.0,0.020416398059223868,0.02010161041556002,0.020524947881449793
KAKI BUKIT,13485652.0,12274125.0,0.00711106271626882,0.02415779603544308,0.02365427903299315,4197981.0,4012349.0,0.006395090285906696,0.0184087702804156,0.019168098012340658
KALLANG BAHRU,5671296.0,4439518.0,0.0035641401443933605,0.0018809731469655994,0.002731243424305254,1508803.0,1296026.0,0.0028031726208997032,0.001911797853588806,0.002163051767686764
KALLANG WAY,2869900.0,3397113.0,0.0020149531564551794,0.00177088359286255,0.001918759871808189,546860.0,716087.0,0.0013704614052755543,0.0008177525330541858,0.0011000591384866516
KAMPONG BUGIS,1910740.0,1608468.0,0.0015285562517962886,0.00028453225960157856,0.0014395493739434437,906480.0,780436.0,0.0018514816311698324,0.0005488547518110355,0.002097551537365027
KAMPONG GLAM,1067040.0,1091560.0,0.0011429056295241802,0.0005146298012536879,0.0004789704651180297,426240.0,459860.0,0.0011853695486769246,0.000547237694599621,0.0007233425637099694
KAMPONG JAVA,3444776.0,3022210.0,0.0024625418697225773,0.0006678662211196417,0.0006744246283340825,1080523.0,931312.0,0.0021705696395878764,0.0006468501495747839,0.0008561132056136413
KAMPONG TIONG BAHRU,3469260.0,3015201.0,0.0028576316439642624,0.00015589177454372453,0.00028184482549565486,1283760.0,994488.0,0.002988503777192039,0.0002325654282331204,0.0004544615360182527
KAMPONG UBI,9264551.0,8584626.0,0.005093577639781594,0.008939943639907853,0.011386029625633346,2516210.0,2170448.0,0.00418432589546618,0.006187951719047657,0.00811457221404167
KANGKAR,6043180.0,6201876.0,0.0032861857016024637,0.005759997308562739,0.003263016200742689,1956700.0,2161520.0,0.003099564397422184,0.005279296710336393,0.0029008404404669125
KATONG,4096000.0,3860820.0,0.002676925310123629,0.005746169537798372,0.0035210332379319543,1520780.0,1451440.0,0.0027513396383924142,0.0059660468139884635,0.004004842813676391
KEAT HONG,6420751.0,4705582.0,0.003845151435678416,0.0005761446360834284,0.0007737133368036495,2083164.0,1600611.0,0.0035785999721792403,0.0011130469558931866,0.0014390420591820039
KEBUN BAHRU,4669260.0,5940175.0,0.0029135754966793546,0.0014299287479750263,0.0007301419648600078,1642600.0,2078145.0,0.002969983124517136,0.001589651075743408,0.0008927226187580866
KEMBANGAN,9117435.0,9010408.0,0.00510750391426845,0.024959236215573236,0.015318250557997197,3271794.0,3245885.0,0.005141728475028428,0.022216975333953726,0.013643903384770633
KENT RIDGE,1003900.0,1193092.0,0.001235762829462822,5.4480768438162033e-05,5.283565186281909e-05,150420.0,157928.0,0.0008106894714644562,3.616644012774893e-05,5.4551062897317264e-05
KHATIB,11655900.0,6360001.0,0.006411986361777616,0.0030732927389077545,0.008710889040361975,4012405.0,2086378.0,0.006162662190564821,0.0036312528048462406,0.008701821176080584
KIAN TECK,2267240.0,1483920.0,0.002009792171287954,0.0005713711626479273,0.0010293968157072534,624020.0,444180.0,0.0018140782152612132,0.0013098343865023162,0.0017497106490233674
KIM KEAT,1152600.0,2354140.0,0.0011603829487286733,0.0009823608054274702,0.0002845261611879473,393460.0,906260.0,0.001159248318633116,0.0011181283830040587,0.0003266358189824128
KOVAN,5455870.0,5592722.0,0.0031357504665438943,0.0028214262231894506,0.0025611027197418898,1967523.0,2128298.0,0.00323562529621068,0.0031385407050058844,0.002770027350718546
KRANJI,2053480.0,2009294.0,0.001992155072812269,0.0008121916712105811,0.00035184435505593867,1148560.0,804034.0,0.00263438162582065,0.0013533299092190203,0.0007375984739333552
LAKESIDE,3229083.0,2224500.0,0.0025262409076775073,0.00035535905531577336,0.0005552751375808213,1029744.0,1013884.0,0.0023640629063036893,0.0011424516282081973,0.0014025224023083082
LAVENDER,7505762.0,8294126.0,0.005027662616470729,0.0038086956808658064,0.0036204647271861064,3598006.0,3414429.0,0.006224442140200399,0.005029784872144914,0.006019099418403567
LEEDON PARK,1875207.0,2104136.0,0.0017487171969972476,0.00013069118411376324,0.00015343329652461911,723503.0,788160.0,0.0018607476232559224,0.00021904750150429923,0.0002335155479833923
LEONIE HILL,705220.0,702740.0,0.000917205805308181,5.204449518581772e-05,7.592084116508719e-05,211880.0,215260.0,0.0008502358052556715,8.067971653107839e-05,9.479574517103779e-05
LIM CHU KANG,151220.0,314897.0,0.0005799188265505323,4.480497772713932e-05,2.1140911787623574e-05,152640.0,183678.0,0.0007486746899539062,0.0001539736591024413,0.00011748893599305757
LITTLE INDIA,493420.0,449500.0,0.0007785919153457589,0.00022760226986796105,9.273752567198794e-05,239840.0,250420.0,0.0008827428027604734,0.00038845875756318487,0.00017708800064028646
LIU FANG,1129040.0,1077180.0,0.0012281085415239469,0.00045539637482900383,0.0005850123339049045,303000.0,255020.0,0.001064271546025986,0.0009114108445778548,0.0010589811387073601
LORONG 8 TOA PAYOH,4075600.0,3557508.0,0.0029070576578603766,0.0008920006716487293,0.0022759511915977347,1353300.0,1217244.0,0.0027911867939968203,0.0009558018813620284,0.0019212721892081428
LORONG AH SOO,9800240.0,9311840.0,0.005050576025681407,0.004523637047111247,0.007290273835561584,3597700.0,3433980.0,0.0052928065539991805,0.0047449497381373456,0.007244978461438214
LORONG CHUAN,1325136.0,1211998.0,0.0012259856336527984,0.00042147694094113913,0.0005140054893381225,401575.0,345433.0,0.00111968761520704,0.00038000236750518926,0.0004989508928888534
LORONG HALUS,86560.0,58200.0,0.0005346365650881174,0.00010009766126498933,3.361583034417329e-05,28100.0,12360.0,0.0005314414322613188,5.002437611405081e-05,2.8864240034171908e-05
