ind,node,level_1_weekday,level_1_weekend,weekday_com_ent_in,weekday_com_ent_out,weekend_com_ent_in,weekend_com_ent_out
41,CHANGI POINT,1,2,0.2541210824580109,0.16555447513759639,0.20730114577304615,0.20796499510143798
42,SIGLAP,1,2,0.06839825436535238,0.3692712722518788,0.1453092655172983,0.23213877729084254
43,KIM KEAT,1,2,0.44288168370577735,0.2116111453809379,0.43488133855874417,0.29149510255152894
44,PASIR RIS WAFER FAB PARK,1,2,0.5278508673629954,0.0,0.45271256564784434,0.0
45,BAYSHORE,1,2,0.03957391698666618,0.29741408044824375,0.10570801604119537,0.3697014806321728
46,LOYANG EAST,1,2,0.030350477426589802,0.19842428908471096,0.10940225208957824,0.10234232730301278
47,AIRPORT ROAD,1,1,0.12690926085041623,0.08101845616237793,0.42243228747146355,0.27887317813424645
48,PAYA LEBAR WEST,1,2,0.07984411035259135,0.042061898800049916,0.18230733265384363,0.07229219379958271
49,PAYA LEBAR EAST,1,2,0.10795030566678315,0.5885154608368565,0.19926762022398736,0.37569212951516273
50,PLAB,1,2,0.029451177913902154,0.33522810626154803,0.1040762630773921,0.43276793654017637
51,LORONG HALUS,1,5,0.000940510988328277,0.0,0.0850014862880126,0.0
52,MARITIME SQUARE,2,1,0.3926111658011438,0.4561614942938493,0.4164888340262211,0.5166530197884572
53,BOULEVARD,2,1,0.4973977403281823,0.5307635739804683,0.5199532096743876,0.4868989583800597
54,BALESTIER,2,1,0.3978771719428529,0.37608914000645566,0.394662302050914,0.3532892199566522
55,TIONG BAHRU STATION,2,1,0.14886569494176832,0.12113219761128302,0.13446300049229443,0.10054190298342591
56,BENDEMEER,2,1,0.3374460125901784,0.6094645928048898,0.211284649443847,0.5625989321780911
57,ALEXANDRA HILL,2,1,0.24959022230823702,0.2892405454240687,0.25250766893206544,0.3077898420756504
58,LAVENDER,2,1,0.42610336775022395,0.41941499710614777,0.3012587360166171,0.35522564456863126
59,MOULMEIN,2,1,0.42838013097916205,0.3780050195482778,0.3716656889997585,0.34854628386415865
60,CHINATOWN,2,1,0.44846894902799816,0.3028638251133097,0.4041884512726294,0.31599802493565093
61,FARRER PARK,2,1,0.48878931840341144,0.5133150262103451,0.5838843732250569,0.4486053029942615
62,BUKIT MERAH,2,1,0.15673176954163864,0.3088747666662726,0.17964144730089113,0.333851639847979
63,SOMERSET,2,1,0.46267465537861063,0.45733690666957927,0.4085170028930093,0.42650138916997216
64,TELOK BLANGAH DRIVE,2,1,0.25802079845188486,0.11714462416415429,0.2884534384272676,0.07846506599730053
65,BUGIS,2,1,0.48641383347732214,0.3121446160654696,0.39962049585391074,0.2644271809864216
66,CITY HALL,2,1,0.4797785888831062,0.42688277222759974,0.39948920075251965,0.3934174341260682
67,VICTORIA,2,1,0.43941231445336265,0.6022841264344229,0.45357004790488004,0.5775997339045665
68,KALLANG BAHRU,2,1,0.5165223078572233,0.3057834920775802,0.4828620271251205,0.15304153179830363
69,DHOBY GHAUT,2,1,0.4342612868414646,0.5001791976718856,0.3839416405059884,0.4644860988456817
70,REDHILL,2,1,0.24598643792024258,0.17347426325265647,0.19402621961640074,0.14267935823817202
71,BOON KENG,2,1,0.357964939501097,0.40779919414356214,0.2619569128507616,0.2850400618711234
72,GEYLANG BAHRU,2,1,0.4981959153855647,0.3923099562599928,0.45515179638089787,0.30041772121848315
73,HENDERSON HILL,2,1,0.1332643934842384,0.09362964403522128,0.1206631935070157,0.06738901456262282
74,MEI CHIN,2,1,0.346960038448815,0.22938156518701636,0.34103358866805605,0.1920860595169048
75,PEOPLE'S PARK,2,1,0.18147078431469785,0.45373788950765304,0.22494016239853395,0.3885708366109677
76,CRAWFORD,2,1,0.3825484311486348,0.36428741820027327,0.24590181257458088,0.25371371444785656
77,TANGLIN HALT,2,1,0.09410553555607129,0.41151596443342614,0.07590771219879315,0.5408624910436425
78,BRAS BASAH,2,1,0.3942289625793845,0.5132620341467716,0.30696303361121957,0.44069266531053025
79,TELOK BLANGAH RISE,2,1,0.04802119006938099,0.022793442406506,0.0496007964211159,0.0242993634041037
80,NEWTON CIRCUS,2,1,0.45399775780657126,0.40036132910862804,0.4136950575497928,0.4145039115767515
81,KAMPONG TIONG BAHRU,2,1,0.09030848339396268,0.17780660193731798,0.08161124412492288,0.21563492504270923
82,SINGAPORE GENERAL HOSPITAL,2,1,0.32864198049946663,0.3691118420160013,0.27548117844619063,0.29494681518073224
83,EVERTON PARK,2,1,0.2786107803655382,0.24591950586955338,0.19385374445444367,0.2230245004976386
84,KAMPONG JAVA,2,1,0.3219747875579725,0.31117969849959054,0.2973605097467737,0.31247705167963097
85,HOLLAND DRIVE,2,1,0.3466100140392376,0.27314878298817885,0.454276236785577,0.29688890287938735
86,TIONG BAHRU,2,1,0.06979603151280497,0.09954276092009043,0.05343139534237596,0.08286753909001299
87,MARINA CENTRE,2,1,0.5031246294005488,0.5066662892465528,0.4192282742346509,0.5284838418127807
88,CENTRAL SUBZONE,2,1,0.5262992205858869,0.46034033837126714,0.24817190641335513,0.3145488932701039
89,MALCOLM,2,1,0.6243128937074595,0.5217347939534782,0.5216151671268657,0.5068179903501016
90,PEARL'S HILL,2,1,0.15850671499895783,0.36601721276793536,0.1659449150642823,0.41795261128306405
91,COMMONWEALTH,2,1,0.4057229940554232,0.22912718600462156,0.4590855790481117,0.22856441061494037
92,NASSIM,2,1,0.4610756147416166,0.37930558095210065,0.4799103738920848,0.34385563418252924
93,TELOK BLANGAH WAY,2,1,0.0,0.07688295736947935,0.0,0.07753590871554451
94,CHATSWORTH,2,1,0.11352445504919477,0.19573291167885987,0.08504490938870514,0.16230569128548128
95,MARGARET DRIVE,2,1,0.23683948894386514,0.057971992296240935,0.26665814071564165,0.05209757418967103
96,CLARKE QUAY,2,1,0.2714797536573147,0.42733011061110104,0.2100921812631013,0.36398047895940616
97,CHINA SQUARE,2,1,0.4279513465045996,0.22181668242028468,0.3846913137873387,0.26425029309737164
98,BUKIT HO SWEE,2,1,0.08677581301541752,0.13373828291463297,0.05956150929803073,0.1029285104451057
99,CECIL,2,1,0.4318119543928493,0.4122650123862693,0.2124378150632335,0.2788840049895187
100,ROBERTSON QUAY,2,1,0.1227492469961446,0.10444602228002062,0.09023296111689692,0.07444362733021859
101,PASIR PANJANG 2,2,1,0.3968563810295224,0.3610017343023888,0.5128278435388197,0.27870125476649
102,TYERSALL,2,1,0.5584017054023815,0.3683899012860564,0.5131667031629499,0.29869278374673824
103,KAMPONG BUGIS,2,1,0.3142156953696207,0.27156968111469343,0.28213217583724187,0.2419776210761545
104,BENCOOLEN,2,1,0.35807861509007777,0.5306632090108923,0.23497729302357706,0.5616067392671653
105,SUNGEI ROAD,2,1,0.4907176974984212,0.2304551284406606,0.41236058982786966,0.2759944993119757
106,LEEDON PARK,2,1,0.4280537103703409,0.4025803566943807,0.35777605190351275,0.47977011127766556
107,RAFFLES PLACE,2,1,0.6148726801762785,0.612608086727042,0.5096913019818731,0.45284374928826615
108,DEPOT ROAD,2,1,0.06494742544087662,0.08409714451388928,0.07858341415135643,0.08377640693235855
109,BOAT QUAY,2,1,0.37394558060881106,0.11099611240529364,0.2961002114532715,0.16103378441378768
110,CLIFFORD PIER,2,1,0.41902214589245823,0.3523307367249244,0.19287584112825634,0.22689870765223824
111,DUNEARN,2,1,0.5385197645285243,0.6679358824372142,0.5615568326588872,0.6354702800918196
112,RIDOUT,2,1,0.12144584894016684,0.32960107533130023,0.10504422186502188,0.3971122559893417
113,QUEENSWAY,2,1,0.2677327230861554,0.43235666068190254,0.31216185102865723,0.49135350519888915
114,FARRER COURT,2,1,0.2577051043378168,0.6397107390850207,0.2115965745307692,0.5578577738754893
115,CITY TERMINALS,2,1,0.22391348122422444,0.2535963360559838,0.1284614078399502,0.24001817411111587
116,BAYFRONT SUBZONE,2,1,0.38252935869948096,0.4901888424758949,0.3917032994748634,0.4760009542822046
117,TANJONG PAGAR,2,1,0.7278848181716374,0.595519092137473,0.5994439912317143,0.4623894307753529
118,FORT CANNING,2,1,0.07041601326315029,0.3392672189921268,0.08429672140321344,0.2938178313618994
119,KAMPONG GLAM,2,1,0.36123770971086944,0.36077339390394547,0.2696488738206953,0.27266472376402145
120,MACKENZIE,2,1,0.2546211939992674,0.6023256121103905,0.14461423050767125,0.716381222425955
121,SELEGIE,2,1,0.03287495334662557,0.4412143064265588,0.04255471652560987,0.4362063329243488
122,ONE TREE HILL,2,1,0.20420716657972138,0.32210779228727066,0.1624641825633941,0.35646223762179463
123,ANSON,2,1,0.17087433553885736,0.24053917699481944,0.1359927510153316,0.09728653031277268
124,ROCHOR CANAL,2,1,0.3226387161846779,0.4553242193686705,0.4108571895437022,0.35339345671668443
125,MOUNT PLEASANT,2,6,0.42433114720797416,0.5222385961363171,0.5277903497018455,0.6559948832723259
126,PATERSON,2,1,0.293595729308945,0.16568871182829495,0.16548890223636284,0.24343174669467374
127,INSTITUTION HILL,2,1,0.05997735424332962,0.06721538264079531,0.0631151718704496,0.09223527311242222
128,GOODWOOD PARK,2,1,0.16134121846249602,0.40072768754807714,0.1502088737502826,0.3098355339380454
129,LEONIE HILL,2,1,0.19528784532939714,0.05496590426208206,0.12402526306574767,0.034302708637631074
130,ALEXANDRA NORTH,2,1,0.1569322392755715,0.060356640997426145,0.18678489369646992,0.041079813623852116
131,LITTLE INDIA,2,1,0.6447892862367463,0.29016539416118964,0.660841856465766,0.21051521357212774
132,SENTOSA,2,1,0.0,0.0,0.0,0.0
133,OXLEY,2,1,0.10081093415792185,0.07951098837414594,0.10988305153670755,0.07624877892456874
134,MAXWELL,2,1,0.2866022258181875,0.0,0.1972905426301259,0.0
135,TANGLIN,2,1,0.2282343403528441,0.10339816502703879,0.1223385513495165,0.07983838332284626
136,ORANGE GROVE,2,1,0.05206621784966554,0.6474995253410242,0.0651065990053107,0.5901863853524769
137,PHILLIP,2,1,0.010616552593531165,0.0,0.015964398776315905,0.0
138,MARINA SOUTH,2,1,0.0,0.0,0.0,0.0
139,MONK'S HILL,2,1,0.1873479155847169,0.35583677665722135,0.09192869768745553,0.37511197470655505
140,STRAITS VIEW,2,1,0.3077577148413447,0.3752367152987397,0.3259448134313875,0.37082874355017703
141,ISTANA NEGARA,2,1,0.29693236042826615,0.5238485443960379,0.1786766027604042,0.5702784460796808
142,SENGKANG TOWN CENTRE,3,2,0.4685669418275176,0.5380911477895615,0.49693958237953856,0.49034268398567876
143,SERANGOON CENTRAL,3,5,0.37837585458248413,0.3316438028211825,0.5077281850558393,0.48594331155296805
144,ANG MO KIO TOWN CENTRE,3,6,0.2827297371888373,0.20983345341209558,0.4323308390587441,0.4183512653693778
145,HOUGANG CENTRAL,3,5,0.2864082037194183,0.3134424610502374,0.42248654344229375,0.389976167933298
146,BISHAN EAST,3,6,0.32866881934484826,0.4414984657527694,0.4537248488479476,0.5572900719276639
147,RIVERVALE,3,2,0.5333970430081328,0.4522170010965187,0.3343057571720667,0.5358109365027323
148,HOUGANG WEST,3,5,0.2513457834174944,0.2812559812959566,0.4991352314602165,0.43016119656527674
149,TRAFALGAR,3,5,0.21524578567288932,0.24742380942246156,0.47050713911722,0.4378074853061013
150,CHONG BOON,3,6,0.12275758561526723,0.24197182638116696,0.4376522368423406,0.40566998530114085
151,LORONG AH SOO,3,5,0.3335389580036455,0.3219415142899509,0.4327557738918825,0.43937950663715664
152,UPPER THOMSON,3,6,0.5020370981743558,0.4947720977974102,0.5205905775466843,0.540633186109349
153,CHENG SAN,3,6,0.3596934372592264,0.27898527411178303,0.54802863363341,0.5380159033484315
154,SERANGOON GARDEN,3,5,0.2589678091942102,0.20311649669368972,0.4117231804513338,0.4586798387886911
155,YIO CHU KANG,3,6,0.31769672862029535,0.347111693639842,0.5233798040260129,0.5225807569500438
156,MARYMOUNT,3,6,0.3837663180559769,0.26035354556887014,0.45664525677676265,0.3487676999266016
157,ANCHORVALE,3,2,0.21740117303767237,0.4822893700249248,0.39424184813882196,0.24669592464623125
158,SERANGOON NORTH,3,5,0.17124147100599613,0.24605157991876742,0.44508930608973385,0.474004080990201
159,FERNVALE,3,2,0.3475087797587041,0.3712932535456049,0.5425792446914245,0.558375428819428
160,KANGKAR,3,5,0.2356907359242986,0.31270968379096353,0.3985181626758119,0.36120801663160795
161,KOVAN,3,5,0.38068492352149186,0.3667147758027807,0.4688187044796018,0.510112984170279
162,SHANGRI-LA,3,6,0.3217281675417578,0.2811432788677901,0.39624993687036625,0.36183913600084633
163,HOUGANG EAST,3,5,0.21770739734474956,0.2780419190165635,0.3793755302094012,0.408887295041703
164,COMPASSVALE,3,5,0.2960482688661678,0.31671777516994887,0.4275711938726952,0.43978383026185575
165,UPPER PAYA LEBAR,3,5,0.33606460973589664,0.4134019379855153,0.4549684908334789,0.5536057196678608
166,TAI SENG,3,5,0.3573511794611693,0.34894606600396355,0.48072243900606537,0.4484876462514984
167,KEBUN BAHRU,3,6,0.22758518700830235,0.13608533361822778,0.2633402647951453,0.23251247331120586
168,TOWNSVILLE,3,6,0.2580608058837206,0.34575829376580514,0.49071578781539604,0.47052917708691105
169,YIO CHU KANG WEST,3,6,0.21081444134991206,0.18199401176816113,0.2982999123520967,0.25630204094076264
170,SELETAR HILLS,3,6,0.17428719658712366,0.34212257082773867,0.48799282837805025,0.5508135356397708
171,YIO CHU KANG EAST,3,6,0.15802057155918883,0.3148114131657588,0.4456420168544566,0.536424052458065
172,TAGORE,3,6,0.47136394910220136,0.42542522872556304,0.4814553538986704,0.5444514707468029
173,CENTRAL WATER CATCHMENT,3,6,0.7875227237871353,0.6775742788312278,0.7350774652891228,0.660444067586461
174,SERANGOON NORTH IND ESTATE,3,6,0.14409125158809852,0.1316989305189844,0.4401569128660145,0.309956145502162
175,SEMBAWANG HILLS,3,6,0.346132192616286,0.4386497258321971,0.4239938213082202,0.5195460838137469
176,LORONG CHUAN,3,5,0.4621314441061923,0.43891470707805097,0.5642760528953531,0.6058223702883343
177,YIO CHU KANG NORTH,3,6,0.3349555709411258,0.4388316555413253,0.3236988132277675,0.5614159170142254
178,NEE SOON,3,6,0.3703383251725933,0.44917698158318187,0.40483308757984837,0.5057412303440065
179,SENGKANG WEST,3,6,0.22120879184913186,0.3042748081520928,0.35110899160914166,0.40415445292969193
180,JURONG GATEWAY,4,3,0.39349276133326305,0.42337206354733026,0.4551850963287601,0.4316621651468376
181,CLEMENTI CENTRAL,4,9,0.26472163932534687,0.2424693585522735,0.47466507282837866,0.5434197982221854
182,JELEBU,4,7,0.6208011707511638,0.5479799376026008,0.5152780147568508,0.44369955465526123
183,BUKIT BATOK CENTRAL,4,10,0.24954050447292497,0.24323416292381023,0.526775192608073,0.4540196259348132
184,CLEMENTI NORTH,4,9,0.2589616037258517,0.3277102966051564,0.6213505142605844,0.5515719092090138
185,ANAK BUKIT,4,10,0.3069164410862389,0.45453124210685625,0.6720235802372179,0.7226831812589256
186,YUHUA WEST,4,3,0.35452478754039934,0.43927297382368113,0.2985645934687746,0.45849244158174735
187,YUHUA EAST,4,3,0.3150182451747336,0.3171297497628511,0.47778775420810854,0.35453601031188564
188,ONE NORTH,4,9,0.40274295987990055,0.4702012075006803,0.5244307787756497,0.5141806653943096
189,TEBAN GARDENS,4,3,0.2023122448559006,0.2744855046651153,0.37359002384601275,0.38531484070057304
190,BANGKIT,4,7,0.6023780720533222,0.5797675712518865,0.5336947721138253,0.5932409883406001
191,SENJA,4,7,0.5012114099558351,0.297208256140135,0.35962827109744955,0.3584963788345136
192,CLEMENTI WOODS,4,9,0.25518762168848336,0.27649448415603345,0.448465076817465,0.44284657576772934
193,TOH GUAN,4,3,0.26003006099298737,0.2524753677469343,0.5859898976875357,0.5345710941031687
194,HOLLAND ROAD,4,1,0.4582376411527855,0.3853247654793893,0.5766227301112342,0.6546580267117096
195,BUKIT BATOK SOUTH,4,10,0.17996863488629317,0.19715173043299192,0.5239534356685077,0.5617675924952497
196,CLEMENTI WEST,4,9,0.21924374804359215,0.16289778997974558,0.3611868899902878,0.31156443151966356
197,JOO KOON,4,11,0.470900406904579,0.5100667530116414,0.3891677053149408,0.3488437102951765
198,DOVER,4,9,0.31740274726630474,0.23357599246340022,0.36214403397843864,0.32474963183471894
199,HONG KAH NORTH,4,10,0.2535163612897279,0.3893513409461031,0.4490925417913184,0.5246631940781592
200,GUILIN,4,10,0.3625099742573702,0.3012920988524134,0.4901487296769791,0.4439237371154841
201,BRICKWORKS,4,10,0.27954885162273796,0.27340133758473584,0.4231221126899114,0.4490556814737054
202,BUKIT BATOK WEST,4,10,0.21378063592294,0.30060725764734336,0.5528723793324034,0.4258931603209865
203,TOH TUCK,4,3,0.10952206484989505,0.08789093013819893,0.48601871001806213,0.5137069187059348
204,HILLVIEW,4,10,0.1519304715231619,0.29511142950253844,0.5121889351841036,0.5894782528941216
205,SWISS CLUB,4,1,0.30660843989188286,0.5604228002165569,0.6965743176339142,0.4798652927424544
206,BUKIT BATOK EAST,4,10,0.254108145513087,0.2985241417605794,0.4323630497324514,0.6315886540194058
207,PASIR PANJANG 1,4,9,0.3487547770026939,0.41060885313430856,0.5030508771225739,0.49561407602649954
208,NATIONAL UNIVERSITY OF S'PORE,4,9,0.3750675450676141,0.3528607028557946,0.4574995619238788,0.5575577588038645
209,FAJAR,4,7,0.3266161533117945,0.3436365530811075,0.26560644872097694,0.3232163306129217
210,LAKESIDE,4,3,0.40334869189519446,0.43306044097009205,0.4952607809756626,0.4781217953668182
211,SINGAPORE POLYTECHNIC,4,9,0.37807526946001757,0.35156411880135957,0.48265997510142633,0.41698869429683
212,SAUJANA,4,7,0.25710185815597675,0.32025133457562066,0.21495931106829916,0.3271606459338083
213,GOMBAK,4,7,0.5731336637175051,0.6884093661170646,0.6216892096264731,0.6680780883547736
214,GHIM MOH,4,9,0.3061354219928008,0.2927314491453189,0.4128767359525732,0.25797445043946904
215,CORONATION ROAD,4,1,0.4624057454331521,0.42119069729913283,0.38883378750009434,0.6620050605344693
216,HILLCREST,4,1,0.3713322379837062,0.47599824484393727,0.6547947979801787,0.46440566396139177
217,FABER,4,9,0.21125900161637104,0.28629071961494484,0.4082408245247639,0.5803431781471337
218,DAIRY FARM,4,7,0.45225533743685103,0.3501348888799067,0.4811584763586992,0.5652800541478048
219,NATURE RESERVE,4,7,0.41759492306189694,0.30981967233736263,0.457178726633784,0.5324670192860268
220,PORT,4,9,0.31695015205853777,0.22746143432702792,0.1786310999536295,0.5223712104434881
221,ULU PANDAN,4,9,0.37078126180750187,0.004858386271686102,0.3082219891928745,0.23801352341978926
222,WEST COAST,4,3,0.26715388447652033,0.32702059275522605,0.46483372717418214,0.28701412418450384
223,JURONG RIVER,4,3,0.3492931450672585,0.17170235414264023,0.3383922553082964,0.0
224,PENJURU CRESCENT,4,9,0.0,0.060887039591771074,0.28808474340319556,0.28681144771754075
225,KENT RIDGE,4,1,0.3216082519005879,0.20441182415695985,0.22368519209409013,0.5740457659023649
226,PANDAN,4,9,0.13120232135136475,0.0866236647411509,0.16235570096969784,0.4112547307132292
227,SUNSET WAY,4,9,0.2659735018900559,0.2253787788553226,0.37047509522077604,0.6800744999489255
228,GUL CIRCLE,4,11,0.19431839266577988,0.22225306427517968,0.18612825058660176,0.1118993824446027
229,INTERNATIONAL BUSINESS PARK,4,3,0.267467838825997,0.41964736551799064,0.4567815102081381,0.5810703939104188
230,TENGAH,4,7,0.3242423583845241,0.5071057425251776,0.38824164506786923,0.44450070506594463
231,GUL BASIN,4,11,0.01840162646465299,0.06630499501806081,0.020758492578613966,0.0
232,BENOI SECTOR,4,11,0.2126822795669917,0.2967448883748947,0.1994349620566868,0.2882970708050024
233,PIONEER SECTOR,4,11,0.0,0.016182138484712477,0.0,0.0
234,MANDAI WEST,4,7,0.3801390808489609,0.4055300889119227,0.4104831695054388,0.38441259611380063
235,WOODLANDS REGIONAL CENTRE,5,4,0.4213229895008097,0.36767049189664436,0.3922360398642504,0.3700098387780945
236,WOODLANDS EAST,5,4,0.35453641546157155,0.3490452558709554,0.34483693487620415,0.3248598752358691
237,NORTH COAST,5,4,0.1344492544378691,0.11306521863078507,0.16710366589388118,0.12634543240764798
238,WOODLANDS WEST,5,4,0.3419855010294205,0.17720981080942436,0.3477411230943031,0.17722733459572126
239,SEMBAWANG CENTRAL,5,4,0.37815376448319854,0.37790007819114224,0.4152149458425584,0.40356030434097406
240,MIDVIEW,5,4,0.10248521930436569,0.1873919611245619,0.11112404078877196,0.18247847269049852
241,WOODLANDS SOUTH,5,4,0.0,0.1534169335061741,0.0,0.12470593487668188
242,SEMBAWANG NORTH,5,4,0.23082414729863562,0.11978754005588252,0.24574090032607943,0.14215401643126466
243,TURF CLUB,5,4,0.2154725305666069,0.38310802156735285,0.2651655310043737,0.5049559217902275
244,WOODGROVE,5,4,0.2586185592596569,0.3550233423529914,0.20898273746169677,0.3920791879741962
245,ADMIRALTY,5,4,0.2551018468572743,0.36657051423393994,0.26237034215705196,0.366517557601888
246,GALI BATU,5,7,0.5766026950210115,0.5545119557296238,0.5506572160466734,0.5018910848066217
247,SENOKO SOUTH,5,4,0.18342005164852926,0.25055923512106887,0.2323139458199698,0.2800425127129214
248,SENOKO NORTH,5,4,0.10157530405156469,0.2919045226705313,0.08929123900743784,0.28793755918396613
249,KRANJI,5,4,0.3510093304079683,0.12292226195182585,0.4616457310601537,0.1872555784269163
250,SENOKO WEST,5,4,0.09753881261205212,0.2756590526936969,0.08408495085174784,0.29340144181865796
251,SEMBAWANG SPRINGS,5,4,0.4379502382989837,0.3473792860325249,0.40373079942444184,0.37976908318843017
252,SEMBAWANG EAST,5,8,0.2824102870549417,0.35647065624352503,0.2794019313892513,0.3375440350596452
253,GREENWOOD PARK,5,4,0.008750395491784255,0.1347817089495579,0.04237543447782201,0.08388398442290611
254,MANDAI EAST,5,4,0.6032215837738364,0.13995966285314607,0.6011579097022334,0.11060412146865489
255,RESERVOIR VIEW,5,4,0.22501967145767462,0.21328748354048904,0.1670119009776365,0.13192855264561207
256,PANG SUA,5,7,0.3009722994778684,0.3102228748370317,0.25309480921589983,0.2349167196488636
257,SEMBAWANG STRAITS,5,4,0.0,0.1799112835453153,0.0,0.2100049253180908
258,THE WHARVES,5,4,0.0,0.3302933375171807,0.0,0.3254105861734564
259,JURONG WEST CENTRAL,6,3,0.28248134388310536,0.3164550169618401,0.35890541972728346,0.37733537183797017
260,HONG KAH,6,3,0.3519190459265733,0.37599539859740333,0.2462703961967454,0.27302682142075085
261,YUNNAN,6,3,0.14974714888340296,0.1833240462652672,0.13981667382831273,0.17837889533578513
262,TAMAN JURONG,6,3,0.3716989150643047,0.3706730667835099,0.2985760212132351,0.2369509570093045
263,BOON LAY PLACE,6,3,0.26464251870987754,0.2477524275327501,0.24740525400798496,0.20445834283433353
264,WESTERN WATER CATCHMENT,6,7,0.3713084659011415,0.3358846115681213,0.31874514583559,0.3292336741777373
265,WENYA,6,3,0.3265816101525138,0.1256836480253811,0.30042839477457917,0.09571810038034773
266,KIAN TECK,6,3,0.26127845390874116,0.21785866064348902,0.27041131902835364,0.2185293271884617
267,CHIN BEE,6,3,0.23723010142279222,0.08009286728754303,0.28113641030463576,0.0
268,LIU FANG,6,3,0.16338202386786288,0.046833200842411014,0.0036463132290266475,0.0
269,TUKANG,6,3,0.2661084779887456,0.13799119619323078,0.2545127817345032,0.14280747769080362
270,JURONG PORT,6,3,0.2867952660925436,0.10997084734385494,0.0025129360667162635,0.0
