ind,clusters,flow,node,ori_index,level_1,level_2
41,1:42,0.00260492,BUKIT MERAH,194,1,1_42
42,1:43,0.00249231,TELOK BLANGAH DRIVE,142,1,1_43
43,1:44,0.00237419,PEOPLE'S PARK,177,1,1_44
44,1:45,0.0023417,KALLANG BAHRU,166,1,1_45
45,1:46,0.0023206,POTONG PASIR,243,1,1_46
46,1:47,0.00231481,BRADDELL,186,1,1_47
47,1:48,0.00225569,KATONG,159,1,1_48
48,1:49,0.00223562,TELOK BLANGAH RISE,146,1,1_49
49,1:50,0.00207074,CRAWFORD,92,1,1_50
50,1:51,0.00200185,PEI CHUN,67,1,1_51
51,1:52,0.00199769,TOA PAYOH WEST,94,1,1_52
52,1:53,0.00196058,NEWTON CIRCUS,205,1,1_53
53,1:54,0.00195208,BRAS BASAH,212,1,1_54
54,1:55,0.00193552,JOO SENG,175,1,1_55
55,1:56,0.00183856,SINGAPORE GENERAL HOSPITAL,145,1,1_56
56,1:57,0.0018325,SENNETT,136,1,1_57
57,1:58,0.00179245,KAMPONG TIONG BAHRU,200,1,1_58
58,1:59,0.00159759,PUNGGOL TOWN CENTRE,210,1,1_59
59,1:60,0.00153238,TIONG BAHRU,97,1,1_60
60,1:61,0.00149794,TELOK BLANGAH WAY,53,1,1_61
61,1:62,0.00149679,PEARL'S HILL,17,1,1_62
62,1:63,0.00146699,MALCOLM,176,1,1_63
63,1:64,0.00141841,MARGARET DRIVE,52,1,1_64
64,1:65,0.00140101,EVERTON PARK,174,1,1_65
65,1:66,0.00139143,SELETAR,230,1,1_66
66,1:67,0.00138464,MOUNTBATTEN,107,1,1_67
67,1:68,0.00137477,MARINA CENTRE,49,1,1_68
68,1:69,0.00137189,KAMPONG JAVA,64,1,1_69
69,1:70,0.00133377,CHATSWORTH,248,1,1_70
70,1:71,0.00132144,CLARKE QUAY,154,1,1_71
71,1:72,0.00132044,BUKIT HO SWEE,138,1,1_72
72,1:73,0.00129593,NASSIM,111,1,1_73
73,1:74,0.00127284,CHINA SQUARE,87,1,1_74
74,1:75,0.00112842,TYERSALL,227,1,1_75
75,1:76,0.00108291,WOODLEIGH,247,1,1_76
76,1:77,0.00108062,KAMPONG BUGIS,140,1,1_77
77,1:78,0.0010322,ROBERTSON QUAY,225,1,1_78
78,1:79,0.00100543,SUNGEI ROAD,153,1,1_79
79,1:80,0.0009890889999999999,KALLANG WAY,161,1,1_80
80,1:81,0.000979294,BIDADARI,62,1,1_81
81,1:82,0.00096856,TANJONG RHU,54,1,1_82
82,1:83,0.0009412489999999999,BENCOOLEN,224,1,1_83
83,1:84,0.0009147469999999999,DUNEARN,223,1,1_84
84,1:85,0.000828345,KIM KEAT,199,1,1_85
85,1:86,0.000748902,BOAT QUAY,231,1,1_86
86,1:87,0.000726127,BAYSHORE,98,1,1_87
87,1:88,0.000713797,BAYFRONT SUBZONE,284,1,1_88
88,1:89,0.0006894539999999999,SIGLAP,198,1,1_89
89,1:90,0.000680692,DEPOT ROAD,219,1,1_90
90,1:91,0.000670849,CENTRAL SUBZONE,109,1,1_91
91,1:92,0.000666923,QUEENSWAY,183,1,1_92
92,1:93,0.000571507,MACKENZIE,170,1,1_93
93,1:94,0.00054512,SELEGIE,135,1,1_94
94,1:95,0.0005143190000000001,CECIL,218,1,1_95
95,1:96,0.0005084169999999999,FORT CANNING,262,1,1_96
96,1:97,0.00049215,KAMPONG GLAM,178,1,1_97
97,1:98,0.000480046,ONE TREE HILL,155,1,1_98
98,1:99,0.000458113,PASIR PANJANG 2,59,1,1_99
99,1:100,0.000435901,PATERSON,285,1,1_100
100,1:101,0.000427496,ROCHOR CANAL,88,1,1_101
101,1:102,0.000423305,RAFFLES PLACE,274,1,1_102
102,1:103,0.000417085,CLIFFORD PIER,255,1,1_103
103,1:104,0.00041599,CITY TERMINALS,236,1,1_104
104,1:105,0.00038920400000000004,TANJONG PAGAR,220,1,1_105
105,1:106,0.000371713,ANSON,238,1,1_106
106,1:107,0.000310269,INSTITUTION HILL,289,1,1_107
107,1:108,0.000273685,LITTLE INDIA,203,1,1_108
108,1:109,0.000273087,LEONIE HILL,23,1,1_109
109,1:110,0.00025313099999999997,GOODWOOD PARK,113,1,1_110
110,1:111,0.000220557,ALEXANDRA NORTH,252,1,1_111
111,1:112,0.00017136400000000002,MAXWELL,266,1,1_112
112,1:113,0.000129959,NORTHSHORE,263,1,1_113
113,1:114,0.00012813,ORANGE GROVE,279,1,1_114
114,1:115,0.00011866100000000001,OXLEY,216,1,1_115
115,1:116,8.708799999999999e-05,SENTOSA,287,1,1_116
116,1:117,8.05435e-05,TANGLIN,288,1,1_117
117,1:118,4.7221e-05,MONK'S HILL,215,1,1_118
118,1:119,3.17481e-05,PHILLIP,303,1,1_119
119,1:120,3.02581e-05,ISTANA NEGARA,282,1,1_120
120,1:121,6.31754e-06,AIRPORT ROAD,302,1,1_121
121,2:1,0.0222638,JURONG WEST CENTRAL,65,2,2_1
122,2:2,0.0137835,JELEBU,48,2,2_2
123,2:3,0.0121354,YUNNAN,11,2,2_3
124,2:4,0.011246299999999999,HONG KAH,43,2,2_4
125,2:5,0.0111139,JURONG GATEWAY,89,2,2_5
126,2:6,0.00967068,CLEMENTI CENTRAL,37,2,2_6
127,2:7,0.00797466,BOON LAY PLACE,134,2,2_7
128,2:8,0.00703459,CLEMENTI NORTH,163,2,2_8
129,2:9,0.00684681,TAMAN JURONG,8,2,2_9
130,2:10,0.00537587,BANGKIT,71,2,2_10
131,2:11,0.0051525,SENJA,70,2,2_11
132,2:12,0.00500581,YUHUA WEST,103,2,2_12
133,2:13,0.00468555,YUHUA EAST,104,2,2_13
134,2:14,0.00400052,FAJAR,241,2,2_14
135,2:15,0.00366699,SAUJANA,269,2,2_15
136,2:16,0.00355293,TEBAN GARDENS,13,2,2_16
137,2:17,0.00346285,TOH GUAN,192,2,2_17
138,2:18,0.00318481,CLEMENTI WOODS,15,2,2_18
139,2:19,0.00316515,WESTERN WATER CATCHMENT,47,2,2_19
140,2:20,0.00250048,CLEMENTI WEST,213,2,2_20
141,2:21,0.00222479,WENYA,270,2,2_21
142,2:22,0.00194283,JOO KOON,202,2,2_22
143,2:23,0.00191611,LAKESIDE,7,2,2_23
144,2:24,0.00177764,PASIR PANJANG 1,204,2,2_24
145,2:25,0.00134954,NATIONAL UNIVERSITY OF S'PORE,244,2,2_25
146,2:26,0.00113254,TOH TUCK,156,2,2_26
147,2:27,0.0008512610000000001,FABER,246,2,2_27
148,2:28,0.0007687639999999999,TENGAH,272,2,2_28
149,2:29,0.000713236,SUNSET WAY,72,2,2_29
150,2:30,0.000616905,CHIN BEE,278,2,2_30
151,2:31,0.000613003,WEST COAST,14,2,2_31
152,2:32,0.0005866490000000001,KIAN TECK,152,2,2_32
153,2:33,0.000468947,JURONG RIVER,39,2,2_33
154,2:34,0.000404876,PORT,6,2,2_34
155,2:35,0.000253929,TUKANG,12,2,2_35
156,2:36,0.00021266599999999997,JURONG PORT,275,2,2_36
157,2:37,0.00018755400000000001,INTERNATIONAL BUSINESS PARK,237,2,2_37
158,2:38,0.000154449,PANDAN,293,2,2_38
159,2:39,0.000153814,PENJURU CRESCENT,286,2,2_39
160,2:40,0.00012619200000000001,LIU FANG,214,2,2_40
161,2:41,8.8386e-05,GUL CIRCLE,280,2,2_41
162,2:42,7.1588e-05,GUL BASIN,296,2,2_42
163,2:43,5.72819e-05,SAMULUN,260,2,2_43
164,2:44,4.19138e-05,SAFTI,291,2,2_44
165,2:45,3.8144e-05,SHIPYARD,268,2,2_45
166,2:46,3.42701e-05,BENOI SECTOR,251,2,2_46
167,2:47,3.29526e-05,PIONEER SECTOR,277,2,2_47
168,2:48,8.67986e-06,TENGEH,301,2,2_48
169,3:1,0.0235603,WOODLANDS REGIONAL CENTRE,77,3,3_1
170,3:2,0.0113325,WOODLANDS EAST,85,3,3_2
171,3:3,0.00979401,NORTH COAST,36,3,3_3
172,3:4,0.00857728,WOODLANDS WEST,157,3,3_4
173,3:5,0.0079881,SEMBAWANG CENTRAL,86,3,3_5
174,3:6,0.00639246,MIDVIEW,18,3,3_6
175,3:7,0.00515791,WOODLANDS SOUTH,19,3,3_7
176,3:8,0.00370336,SEMBAWANG NORTH,211,3,3_8
177,3:9,0.00337548,WOODGROVE,116,3,3_9
178,3:10,0.00298308,TURF CLUB,179,3,3_10
179,3:11,0.0025256999999999996,ADMIRALTY,193,3,3_11
180,3:12,0.00208385,SEMBAWANG EAST,165,3,3_12
181,3:13,0.00166665,SEMBAWANG SPRINGS,249,3,3_13
182,3:14,0.00151264,GALI BATU,221,3,3_14
183,3:15,0.00123735,KRANJI,207,3,3_15
184,3:16,0.000961742,SENOKO WEST,114,3,3_16
185,3:17,0.00072536,SENOKO SOUTH,190,3,3_17
186,3:18,0.000667563,SENOKO NORTH,1,3,3_18
187,3:19,0.000301915,GREENWOOD PARK,283,3,3_19
188,3:20,0.00027807200000000003,RESERVOIR VIEW,222,3,3_20
189,3:21,0.000267521,SEMBAWANG STRAITS,189,3,3_21
190,3:22,0.000124388,THE WHARVES,258,3,3_22
191,3:23,0.000107043,PANG SUA,292,3,3_23
192,4:1,0.0120199,SERANGOON CENTRAL,69,4,4_1
193,4:2,0.011042299999999998,HOUGANG CENTRAL,81,4,4_2
194,4:3,0.00962529,HOUGANG WEST,167,4,4_3
195,4:4,0.00876948,TRAFALGAR,4,4,4_4
196,4:5,0.00705507,LORONG AH SOO,83,4,4_5
197,4:6,0.00574048,SERANGOON GARDEN,80,4,4_6
198,4:7,0.0052179999999999995,KANGKAR,131,4,4_7
199,4:8,0.00504688,HOUGANG EAST,31,4,4_8
200,4:9,0.00418727,KOVAN,26,4,4_9
201,4:10,0.00405464,COMPASSVALE,150,4,4_10
202,4:11,0.00383604,SERANGOON NORTH,93,4,4_11
203,4:12,0.00279946,UPPER PAYA LEBAR,201,4,4_12
204,4:13,0.0023223000000000002,TAI SENG,196,4,4_13
205,4:14,0.00161257,SELETAR HILLS,217,4,4_14
206,4:15,0.00136926,DEFU INDUSTRIAL PARK,9,4,4_15
207,4:16,0.000819944,YIO CHU KANG EAST,257,4,4_16
208,4:17,0.0008019619999999999,LORONG CHUAN,162,4,4_17
209,4:18,2.70638e-05,LORONG HALUS,294,4,4_18
210,4:19,2.46612e-05,PLAB,259,4,4_19
211,5:1,0.0234419,TAMPINES EAST,40,5,5_1
212,5:2,0.013405100000000001,TAMPINES WEST,78,5,5_2
213,5:3,0.0118286,PASIR RIS CENTRAL,24,5,5_3
214,5:4,0.00910455,PASIR RIS DRIVE,30,5,5_4
215,5:5,0.00655015,PASIR RIS WEST,127,5,5_5
216,5:6,0.00486304,SIMEI,28,5,5_6
217,5:7,0.0036494999999999995,CHANGI AIRPORT,41,5,5_7
218,5:8,0.00185732,PASIR RIS PARK,151,5,5_8
219,5:9,0.00163008,TAMPINES NORTH,256,5,5_9
220,5:10,0.00145745,FLORA DRIVE,27,5,5_10
221,5:11,0.000900092,XILIN,239,5,5_11
222,5:12,0.000802512,CHANGI POINT,235,5,5_12
223,5:13,0.00078798,PAYA LEBAR NORTH,139,5,5_13
224,5:14,0.000707615,PASIR RIS WAFER FAB PARK,119,5,5_14
225,5:15,0.0005621469999999999,LOYANG WEST,129,5,5_15
226,5:16,0.0004971330000000001,LOYANG EAST,182,5,5_16
227,5:17,0.000465939,CHANGI WEST,168,5,5_17
228,5:18,0.00029392400000000004,PAYA LEBAR EAST,290,5,5_18
229,5:19,2.99228e-05,PAYA LEBAR WEST,267,5,5_19
230,6:1,0.0107837,ANG MO KIO TOWN CENTRE,60,6,6_1
231,6:2,0.00775661,BISHAN EAST,61,6,6_2
232,6:3,0.00721742,CHONG BOON,34,6,6_3
233,6:4,0.00579722,CHENG SAN,73,6,6_4
234,6:5,0.00532491,UPPER THOMSON,110,6,6_5
235,6:6,0.00487288,MARYMOUNT,22,6,6_6
236,6:7,0.00481961,YIO CHU KANG,55,6,6_7
237,6:8,0.00393544,SHANGRI-LA,63,6,6_8
238,6:9,0.00335336,YIO CHU KANG WEST,143,6,6_9
239,6:10,0.00335077,KEBUN BAHRU,144,6,6_10
240,6:11,0.00330064,TOWNSVILLE,96,6,6_11
241,6:12,0.00134983,SEMBAWANG HILLS,209,6,6_12
242,6:13,0.00120575,TAGORE,273,6,6_13
243,6:14,0.00108688,CENTRAL WATER CATCHMENT,118,6,6_14
244,6:15,0.000492251,SPRINGLEAF,130,6,6_15
245,6:16,0.00045715800000000004,YIO CHU KANG NORTH,46,6,6_16
246,6:17,0.000443391,SERANGOON NORTH IND ESTATE,226,6,6_17
247,6:18,0.000353352,MOUNT PLEASANT,240,6,6_18
248,6:19,0.00018236400000000002,SENGKANG WEST,250,6,6_19
249,7:1,0.0176333,YISHUN CENTRAL,2,7,7_1
250,7:2,0.0125633,YISHUN WEST,137,7,7_2
251,7:3,0.00910944,KHATIB,120,7,7_3
252,7:4,0.00888796,YISHUN EAST,187,7,7_4
253,7:5,0.00701713,YISHUN SOUTH,45,7,7_5
254,7:6,0.00531844,NORTHLAND,191,7,7_6
255,7:7,0.00263158,LOWER SELETAR,261,7,7_7
256,7:8,0.00061318,MANDAI EAST,264,7,7_8
257,7:9,0.000304892,NEE SOON,265,7,7_9
258,7:10,0.000206782,MANDAI ESTATE,44,7,7_10
259,7:11,8.9412e-05,MANDAI WEST,297,7,7_11
260,7:12,8.46861e-05,SELETAR AEROSPACE PARK,229,7,7_12
261,8:1,0.00999802,BUKIT BATOK CENTRAL,58,8,8_1
262,8:2,0.00478504,ANAK BUKIT,35,8,8_2
263,8:3,0.0040073,BRICKWORKS,160,8,8_3
264,8:4,0.00386992,HONG KAH NORTH,75,8,8_4
265,8:5,0.00350732,GUILIN,181,8,8_5
266,8:6,0.00323386,BUKIT BATOK EAST,184,8,8_6
267,8:7,0.00311766,BUKIT BATOK WEST,42,8,8_7
268,8:8,0.00290931,BUKIT BATOK SOUTH,164,8,8_8
269,8:9,0.002754,HILLVIEW,132,8,8_9
270,8:10,0.00241596,SWISS CLUB,117,8,8_10
271,8:11,0.00229755,GOMBAK,100,8,8_11
272,8:12,0.00104467,DAIRY FARM,149,8,8_12
273,8:13,0.000882245,NATURE RESERVE,124,8,8_13
274,8:14,0.000638144,HILLCREST,90,8,8_14
275,9:1,0.013414099999999998,CHOA CHU KANG CENTRAL,141,9,9_1
276,9:2,0.00581282,PENG SIANG,180,9,9_2
277,9:3,0.00565446,KEAT HONG,158,9,9_3
278,9:4,0.00515821,TECK WHYE,66,9,9_4
279,9:5,0.0041364,CHOA CHU KANG NORTH,148,9,9_5
280,9:6,0.00358666,YEW TEE,147,9,9_6
281,9:7,6.76252e-05,LIM CHU KANG,245,9,9_7
282,10:1,0.00280265,ONE NORTH,112,10,10_1
283,10:2,0.00257951,TANGLIN HALT,195,10,10_2
284,10:3,0.00232085,HOLLAND ROAD,51,10,10_3
285,10:4,0.00191872,HOLLAND DRIVE,102,10,10_4
286,10:5,0.00185958,DOVER,228,10,10_5
287,10:6,0.00185174,COMMONWEALTH,171,10,10_6
288,10:7,0.00165716,GHIM MOH,101,10,10_7
289,10:8,0.00160326,SINGAPORE POLYTECHNIC,105,10,10_8
290,10:9,0.00111879,CORONATION ROAD,115,10,10_9
291,10:10,0.00101369,LEEDON PARK,271,10,10_10
292,10:11,0.000906569,FARRER COURT,276,10,10_11
293,10:12,0.00083112,ULU PANDAN,242,10,10_12
294,10:13,0.000503969,RIDOUT,234,10,10_13
295,10:14,0.00019362400000000002,KENT RIDGE,232,10,10_14
296,11:1,0.000649254,TUAS BAY,295,11,11_1
297,11:2,0.000434401,TUAS VIEW,254,11,11_2
298,11:3,0.000434178,TUAS PROMENADE,253,11,11_3
299,11:4,0.000264397,TUAS VIEW EXTENSION,299,11,11_4
300,11:5,0.00021055799999999999,TUAS NORTH,281,11,11_5
301,12:1,5.70107e-05,STRAITS VIEW,298,12,12_1
302,12:2,4.31037e-05,MARINA SOUTH,300,12,12_2
