ind,clusters,flow,node,ori_index,level_1,level_2
33,1:34,0.00188941,PASIR RIS PARK,151,1,1_34
34,1:35,0.0017527999999999999,JOO SENG,175,1,1_35
35,1:36,0.00162251,FLORA DRIVE,27,1,1_36
36,1:37,0.00155984,TAMPINES NORTH,256,1,1_37
37,1:38,0.00135448,PUNGGOL TOWN CENTRE,209,1,1_38
38,1:39,0.00125599,TANJONG RHU,54,1,1_39
39,1:40,0.00120253,LOYANG WEST,129,1,1_40
40,1:41,0.00110003,SELETAR,229,1,1_41
41,1:42,0.00102961,XILIN,238,1,1_42
42,1:43,0.000929389,KALLANG WAY,161,1,1_43
43,1:44,0.000862672,SIGLAP,197,1,1_44
44,1:45,0.0008466039999999999,BIDADARI,62,1,1_45
45,1:46,0.0008335739999999999,CHANGI POINT,234,1,1_46
46,1:47,0.0008089210000000001,KIM KEAT,198,1,1_47
47,1:48,0.000807879,PAYA LEBAR NORTH,139,1,1_48
48,1:49,0.000786757,BAYSHORE,98,1,1_49
49,1:50,0.00070624,CHANGI WEST,168,1,1_50
50,1:51,0.000631374,PASIR RIS WAFER FAB PARK,119,1,1_51
51,1:52,0.000579697,LOYANG EAST,182,1,1_52
52,1:53,0.000161311,PAYA LEBAR EAST,289,1,1_53
53,1:54,0.000140245,NORTHSHORE,263,1,1_54
54,1:55,5.02218e-05,PAYA LEBAR WEST,267,1,1_55
55,1:56,4.42344e-05,AIRPORT ROAD,302,1,1_56
56,2:1,0.021556799999999997,JURONG WEST CENTRAL,65,2,2_1
57,2:2,0.012567700000000001,JELEBU,48,2,2_2
58,2:3,0.0112573,YUNNAN,11,2,2_3
59,2:4,0.01055,HONG KAH,43,2,2_4
60,2:5,0.010511399999999999,JURONG GATEWAY,89,2,2_5
61,2:6,0.010345700000000001,CLEMENTI CENTRAL,37,2,2_6
62,2:7,0.00859075,BUKIT BATOK CENTRAL,58,2,2_7
63,2:8,0.00674717,BOON LAY PLACE,134,2,2_8
64,2:9,0.00651616,TAMAN JURONG,8,2,2_9
65,2:10,0.00646823,CLEMENTI NORTH,163,2,2_10
66,2:11,0.00585838,ANAK BUKIT,35,2,2_11
67,2:12,0.00543,YUHUA WEST,103,2,2_12
68,2:13,0.00505112,BANGKIT,71,2,2_13
69,2:14,0.00493385,YUHUA EAST,104,2,2_14
70,2:15,0.00428664,SENJA,70,2,2_15
71,2:16,0.00354596,TEBAN GARDENS,13,2,2_16
72,2:17,0.00352668,HONG KAH NORTH,75,2,2_17
73,2:18,0.00347289,TOH GUAN,191,2,2_18
74,2:19,0.00328713,HOLLAND ROAD,51,2,2_19
75,2:20,0.00327384,BRICKWORKS,160,2,2_20
76,2:21,0.00323325,SAUJANA,269,2,2_21
77,2:22,0.00322194,GUILIN,181,2,2_22
78,2:23,0.00322163,FAJAR,240,2,2_23
79,2:24,0.00314827,SWISS CLUB,117,2,2_24
80,2:25,0.00307973,CLEMENTI WOODS,15,2,2_25
81,2:26,0.00290777,HILLVIEW,132,2,2_26
82,2:27,0.00290679,CLEMENTI WEST,212,2,2_27
83,2:28,0.00289738,ONE NORTH,112,2,2_28
84,2:29,0.00276836,WESTERN WATER CATCHMENT,47,2,2_29
85,2:30,0.00271781,BUKIT BATOK EAST,184,2,2_30
86,2:31,0.00267708,BUKIT BATOK SOUTH,164,2,2_31
87,2:32,0.00265063,BUKIT BATOK WEST,42,2,2_32
88,2:33,0.00229893,DOVER,227,2,2_33
89,2:34,0.00192439,GOMBAK,100,2,2_34
90,2:35,0.00179064,LAKESIDE,7,2,2_35
91,2:36,0.00167467,SINGAPORE POLYTECHNIC,105,2,2_36
92,2:37,0.00163576,CORONATION ROAD,115,2,2_37
93,2:38,0.00162432,WENYA,270,2,2_38
94,2:39,0.0015115,NATIONAL UNIVERSITY OF S'PORE,243,2,2_39
95,2:40,0.00136043,PASIR PANJANG 1,203,2,2_40
96,2:41,0.00128052,JOO KOON,201,2,2_41
97,2:42,0.0012476,ULU PANDAN,241,2,2_42
98,2:43,0.00118173,LEEDON PARK,271,2,2_43
99,2:44,0.0011658,HILLCREST,90,2,2_44
100,2:45,0.0010706,DAIRY FARM,149,2,2_45
101,2:46,0.000967923,NATURE RESERVE,124,2,2_46
102,2:47,0.0009064289999999999,FABER,245,2,2_47
103,2:48,0.0009043310000000001,TOH TUCK,156,2,2_48
104,2:49,0.000741516,WEST COAST,14,2,2_49
105,2:50,0.0006666910000000001,SUNSET WAY,72,2,2_50
106,2:51,0.000612548,KIAN TECK,152,2,2_51
107,2:52,0.000568141,TENGAH,272,2,2_52
108,2:53,0.000519217,CHIN BEE,278,2,2_53
109,2:54,0.000318773,JURONG RIVER,39,2,2_54
110,2:55,0.00028967,TUKANG,12,2,2_55
111,2:56,0.000219509,INTERNATIONAL BUSINESS PARK,236,2,2_56
112,2:57,0.000213572,LIU FANG,213,2,2_57
113,2:58,0.00019055599999999998,PANDAN,292,2,2_58
114,2:59,0.000146188,PENJURU CRESCENT,286,2,2_59
115,2:60,0.000130898,JURONG PORT,275,2,2_60
116,2:61,9.22597e-05,GUL CIRCLE,280,2,2_61
117,2:62,6.8236e-05,SAMULUN,260,2,2_62
118,2:63,6.44614e-05,GUL BASIN,295,2,2_63
119,2:64,5.47156e-05,BENOI SECTOR,251,2,2_64
120,2:65,4.4755299999999995e-05,PIONEER SECTOR,277,2,2_65
121,2:66,4.24716e-05,SHIPYARD,268,2,2_66
122,2:67,2.63256e-05,SAFTI,290,2,2_67
123,3:1,0.00731173,BOULEVARD,79,3,3_1
124,3:2,0.00682834,TIONG BAHRU STATION,126,3,3_2
125,3:3,0.00680417,MARITIME SQUARE,38,3,3_3
126,3:4,0.00669693,BALESTIER,108,3,3_4
127,3:5,0.0052574,BENDEMEER,173,3,3_5
128,3:6,0.00493589,LAVENDER,82,3,3_6
129,3:7,0.00478185,MOULMEIN,128,3,3_7
130,3:8,0.00470153,ALEXANDRA HILL,106,3,3_8
131,3:9,0.00466568,CHINATOWN,5,3,3_9
132,3:10,0.00445253,SOMERSET,76,3,3_10
133,3:11,0.00423879,FARRER PARK,188,3,3_11
134,3:12,0.00423119,VICTORIA,185,3,3_12
135,3:13,0.00415646,BUGIS,95,3,3_13
136,3:14,0.0040351,BUKIT MERAH,193,3,3_14
137,3:15,0.00359012,DHOBY GHAUT,232,3,3_15
138,3:16,0.00353877,CITY HALL,205,3,3_16
139,3:17,0.0031772,TELOK BLANGAH DRIVE,142,3,3_17
140,3:18,0.00304467,REDHILL,84,3,3_18
141,3:19,0.00303573,MEI CHIN,169,3,3_19
142,3:20,0.00302825,GEYLANG BAHRU,133,3,3_20
143,3:21,0.0030003,HENDERSON HILL,125,3,3_21
144,3:22,0.00297192,PEOPLE'S PARK,177,3,3_22
145,3:23,0.0029376999999999997,BOON KENG,196,3,3_23
146,3:24,0.00275129,TELOK BLANGAH RISE,146,3,3_24
147,3:25,0.0026677,CRAWFORD,92,3,3_25
148,3:26,0.00250013,TANGLIN HALT,194,3,3_26
149,3:27,0.00246766,KALLANG BAHRU,166,3,3_27
150,3:28,0.00232514,KAMPONG TIONG BAHRU,199,3,3_28
151,3:29,0.00220824,NEWTON CIRCUS,204,3,3_29
152,3:30,0.0021976999999999995,BRAS BASAH,211,3,3_30
153,3:31,0.00214033,CHINA SQUARE,87,3,3_31
154,3:32,0.00211349,HOLLAND DRIVE,102,3,3_32
155,3:33,0.00199298,PEARL'S HILL,17,3,3_33
156,3:34,0.00194577,KAMPONG JAVA,64,3,3_34
157,3:35,0.00186468,TIONG BAHRU,97,3,3_35
158,3:36,0.00184643,EVERTON PARK,174,3,3_36
159,3:37,0.00180837,MARINA CENTRE,49,3,3_37
160,3:38,0.00180347,COMMONWEALTH,171,3,3_38
161,3:39,0.0017842,TELOK BLANGAH WAY,53,3,3_39
162,3:40,0.00177651,MALCOLM,176,3,3_40
163,3:41,0.00173935,GHIM MOH,101,3,3_41
164,3:42,0.00169854,NASSIM,111,3,3_42
165,3:43,0.0016852,CHATSWORTH,247,3,3_43
166,3:44,0.00166609,SINGAPORE GENERAL HOSPITAL,145,3,3_44
167,3:45,0.00162955,MARGARET DRIVE,52,3,3_45
168,3:46,0.0015674,BUKIT HO SWEE,138,3,3_46
169,3:47,0.00155888,TYERSALL,226,3,3_47
170,3:48,0.0015218,CLARKE QUAY,154,3,3_48
171,3:49,0.00132118,BENCOOLEN,223,3,3_49
172,3:50,0.0012774000000000001,ROBERTSON QUAY,224,3,3_50
173,3:51,0.0012585,KAMPONG BUGIS,140,3,3_51
174,3:52,0.00115862,SUNGEI ROAD,153,3,3_52
175,3:53,0.00105379,DUNEARN,222,3,3_53
176,3:54,0.00105262,BAYFRONT SUBZONE,284,3,3_54
177,3:55,0.00102622,CENTRAL SUBZONE,109,3,3_55
178,3:56,0.0009146219999999999,FARRER COURT,276,3,3_56
179,3:57,0.000876864,BOAT QUAY,230,3,3_57
180,3:58,0.000813897,DEPOT ROAD,218,3,3_58
181,3:59,0.000761086,QUEENSWAY,183,3,3_59
182,3:60,0.000760815,CECIL,217,3,3_60
183,3:61,0.000723027,RIDOUT,233,3,3_61
184,3:62,0.000711635,MACKENZIE,170,3,3_62
185,3:63,0.000688303,SELEGIE,135,3,3_63
186,3:64,0.00068227,KAMPONG GLAM,178,3,3_64
187,3:65,0.000647456,CLIFFORD PIER,255,3,3_65
188,3:66,0.000630803,PASIR PANJANG 2,59,3,3_66
189,3:67,0.000622415,PATERSON,285,3,3_67
190,3:68,0.000619723,FORT CANNING,262,3,3_68
191,3:69,0.000612485,ROCHOR CANAL,88,3,3_69
192,3:70,0.0005973780000000001,RAFFLES PLACE,274,3,3_70
193,3:71,0.000551616,CITY TERMINALS,235,3,3_71
194,3:72,0.000544738,ONE TREE HILL,155,3,3_72
195,3:73,0.0005205359999999999,ANSON,237,3,3_73
196,3:74,0.000438274,PORT,6,3,3_74
197,3:75,0.00042168800000000003,LEONIE HILL,23,3,3_75
198,3:76,0.000392634,GOODWOOD PARK,113,3,3_76
199,3:77,0.000373505,TANJONG PAGAR,219,3,3_77
200,3:78,0.00037174800000000003,INSTITUTION HILL,288,3,3_78
201,3:79,0.000349515,ALEXANDRA NORTH,252,3,3_79
202,3:80,0.000324726,LITTLE INDIA,202,3,3_80
203,3:81,0.00024300000000000002,MAXWELL,266,3,3_81
204,3:82,0.000232207,KENT RIDGE,231,3,3_82
205,3:83,0.000231582,OXLEY,215,3,3_83
206,3:84,0.00021238,SENTOSA,297,3,3_84
207,3:85,0.000203152,ORANGE GROVE,279,3,3_85
208,3:86,0.00014350000000000002,TANGLIN,287,3,3_86
209,3:87,9.024510000000001e-05,MONK'S HILL,214,3,3_87
210,3:88,7.426979999999999e-05,STRAITS VIEW,298,3,3_88
211,3:89,7.09021e-05,ISTANA NEGARA,282,3,3_89
212,3:90,6.42284e-05,PHILLIP,303,3,3_90
213,3:91,5.5468000000000005e-05,MARINA SOUTH,300,3,3_91
214,4:1,0.011549799999999999,SERANGOON CENTRAL,69,4,4_1
215,4:2,0.010535899999999999,HOUGANG CENTRAL,81,4,4_2
216,4:3,0.00874527,HOUGANG WEST,167,4,4_3
217,4:4,0.00787854,TRAFALGAR,4,4,4_4
218,4:5,0.00664472,LORONG AH SOO,83,4,4_5
219,4:6,0.00561008,SERANGOON GARDEN,80,4,4_6
220,4:7,0.00519651,KANGKAR,131,4,4_7
221,4:8,0.00420502,HOUGANG EAST,31,4,4_8
222,4:9,0.00404127,KOVAN,26,4,4_9
223,4:10,0.00363451,SERANGOON NORTH,93,4,4_10
224,4:11,0.00343115,COMPASSVALE,150,4,4_11
225,4:12,0.00267276,UPPER PAYA LEBAR,200,4,4_12
226,4:13,0.00237515,TAI SENG,195,4,4_13
227,4:14,0.00160363,SELETAR HILLS,216,4,4_14
228,4:15,0.00147214,DEFU INDUSTRIAL PARK,9,4,4_15
229,4:16,0.000941529,LORONG CHUAN,162,4,4_16
230,4:17,4.20755e-05,PLAB,259,4,4_17
231,4:18,3.65726e-05,LORONG HALUS,293,4,4_18
232,5:1,0.0165954,YISHUN CENTRAL,2,5,5_1
233,5:2,0.0108781,YISHUN WEST,137,5,5_2
234,5:3,0.00828938,YISHUN EAST,187,5,5_3
235,5:4,0.00710234,SEMBAWANG CENTRAL,86,5,5_4
236,5:5,0.00696086,KHATIB,120,5,5_5
237,5:6,0.00638189,YISHUN SOUTH,45,5,5_6
238,5:7,0.00470903,NORTHLAND,190,5,5_7
239,5:8,0.00352697,SEMBAWANG NORTH,210,5,5_8
240,5:9,0.00213349,LOWER SELETAR,261,5,5_9
241,5:10,0.00189972,ADMIRALTY,192,5,5_10
242,5:11,0.00183657,SEMBAWANG SPRINGS,248,5,5_11
243,5:12,0.00178167,SEMBAWANG EAST,165,5,5_12
244,5:13,0.000642232,MANDAI EAST,264,5,5_13
245,5:14,0.000363531,NEE SOON,265,5,5_14
246,5:15,0.000300013,SEMBAWANG STRAITS,189,5,5_15
247,5:16,0.000178938,MANDAI ESTATE,44,5,5_16
248,5:17,0.000148325,SELETAR AEROSPACE PARK,228,5,5_17
249,5:18,5.1614300000000005e-05,THE WHARVES,258,5,5_18
250,5:19,4.90106e-05,MANDAI WEST,296,5,5_19
251,6:1,0.023015200000000003,WOODLANDS REGIONAL CENTRE,77,6,6_1
252,6:2,0.0103229,WOODLANDS EAST,85,6,6_2
253,6:3,0.0077092,WOODLANDS WEST,157,6,6_3
254,6:4,0.00767855,NORTH COAST,36,6,6_4
255,6:5,0.00599639,MIDVIEW,18,6,6_5
256,6:6,0.00498369,WOODLANDS SOUTH,19,6,6_6
257,6:7,0.00315172,WOODGROVE,116,6,6_7
258,6:8,0.00238722,TURF CLUB,179,6,6_8
259,6:9,0.000919389,GALI BATU,220,6,6_9
260,6:10,0.000898664,KRANJI,206,6,6_10
261,6:11,0.000735602,SENOKO SOUTH,249,6,6_11
262,6:12,0.000732955,SENOKO WEST,114,6,6_12
263,6:13,0.000470462,SENOKO NORTH,1,6,6_13
264,6:14,0.000449279,GREENWOOD PARK,283,6,6_14
265,6:15,0.000217978,RESERVOIR VIEW,221,6,6_15
266,6:16,0.00010800600000000001,PANG SUA,291,6,6_16
267,7:1,0.0113821,ANG MO KIO TOWN CENTRE,60,7,7_1
268,7:2,0.00784634,BISHAN EAST,61,7,7_2
269,7:3,0.00590773,CHONG BOON,34,7,7_3
270,7:4,0.00585975,UPPER THOMSON,110,7,7_4
271,7:5,0.00541754,CHENG SAN,73,7,7_5
272,7:6,0.00474264,MARYMOUNT,22,7,7_6
273,7:7,0.00435814,YIO CHU KANG,55,7,7_7
274,7:8,0.00342544,SHANGRI-LA,63,7,7_8
275,7:9,0.00321854,YIO CHU KANG WEST,143,7,7_9
276,7:10,0.00319311,KEBUN BAHRU,144,7,7_10
277,7:11,0.00316066,TOWNSVILLE,96,7,7_11
278,7:12,0.00129596,SEMBAWANG HILLS,208,7,7_12
279,7:13,0.00124394,TAGORE,273,7,7_13
280,7:14,0.00118357,CENTRAL WATER CATCHMENT,118,7,7_14
281,7:15,0.0009591830000000001,YIO CHU KANG EAST,257,7,7_15
282,7:16,0.000591932,YIO CHU KANG NORTH,46,7,7_16
283,7:17,0.000552768,SERANGOON NORTH IND ESTATE,225,7,7_17
284,7:18,0.000521622,MOUNT PLEASANT,239,7,7_18
285,7:19,0.000450745,SPRINGLEAF,130,7,7_19
286,7:20,0.000233483,SENGKANG WEST,250,7,7_20
287,8:1,0.0129791,CHOA CHU KANG CENTRAL,141,8,8_1
288,8:2,0.00515576,PENG SIANG,180,8,8_2
289,8:3,0.00509965,KEAT HONG,158,8,8_3
290,8:4,0.00478892,TECK WHYE,66,8,8_4
291,8:5,0.00390756,CHOA CHU KANG NORTH,148,8,8_5
292,8:6,0.00334816,YEW TEE,147,8,8_6
293,8:7,6.58237e-05,LIM CHU KANG,244,8,8_7
294,9:1,0.00200842,POTONG PASIR,242,9,9_1
295,9:2,0.00186803,SENNETT,136,9,9_2
296,9:3,0.00104984,WOODLEIGH,246,9,9_3
297,10:1,0.00051187,TUAS BAY,294,10,10_1
298,10:2,0.00043242,TUAS VIEW,254,10,10_2
299,10:3,0.0003658,TUAS PROMENADE,253,10,10_3
300,10:4,0.000311676,TUAS VIEW EXTENSION,299,10,10_4
301,10:5,0.0001315,TUAS NORTH,281,10,10_5
302,10:6,7.5602999999999994e-06,TENGEH,301,10,10_6
