ind,clusters,flow,node,ori_index,level_1,level_2
0,1:1,0.014977700000000002,BOULEVARD,79,1,1_1
1,1:2,0.0133689,MARITIME SQUARE,38,1,1_2
2,1:3,0.012354500000000001,CHINATOWN,5,1,1_3
3,1:4,0.00992366,VICTORIA,185,1,1_4
4,1:5,0.008986599999999999,TIONG BAHRU STATION,126,1,1_5
5,1:6,0.00838893,SOMERSET,76,1,1_6
6,1:7,0.0083065,CITY HALL,206,1,1_7
7,1:8,0.00784825,BUGIS,95,1,1_8
8,1:9,0.00771644,BUKIT MERAH,194,1,1_9
9,1:10,0.00739568,FARRER PARK,188,1,1_10
10,1:11,0.00726728,ALEXANDRA HILL,106,1,1_11
11,1:12,0.0065783000000000005,MOULMEIN,128,1,1_12
12,1:13,0.0060985,PEOPLE'S PARK,177,1,1_13
13,1:14,0.00534461,DHOBY GHAUT,232,1,1_14
14,1:15,0.00515195,TELOK BLANGAH DRIVE,142,1,1_15
15,1:16,0.00480703,TIONG BAHRU,97,1,1_16
16,1:17,0.00474073,CHINA SQUARE,87,1,1_17
17,1:18,0.00470195,BRAS BASAH,211,1,1_18
18,1:19,0.00462737,REDHILL,84,1,1_19
19,1:20,0.00448868,CRAWFORD,92,1,1_20
20,1:21,0.00429063,MARINA CENTRE,49,1,1_21
21,1:22,0.00394838,HENDERSON HILL,125,1,1_22
22,1:23,0.00393365,PEARL'S HILL,17,1,1_23
23,1:24,0.00378129,CENTRAL SUBZONE,109,1,1_24
24,1:25,0.00373573,CECIL,217,1,1_25
25,1:26,0.00367684,EVERTON PARK,174,1,1_26
26,1:27,0.00352319,ROBERTSON QUAY,224,1,1_27
27,1:28,0.00333235,KAMPONG TIONG BAHRU,200,1,1_28
28,1:29,0.00327564,CLARKE QUAY,154,1,1_29
29,1:30,0.00323806,MEI CHIN,169,1,1_30
30,1:31,0.00315826,CHATSWORTH,247,1,1_31
31,1:32,0.00315295,PASIR PANJANG 2,59,1,1_32
32,1:33,0.0030395,TELOK BLANGAH RISE,146,1,1_33
33,1:34,0.00301294,SINGAPORE GENERAL HOSPITAL,145,1,1_34
34,1:35,0.00289634,KAMPONG JAVA,64,1,1_35
35,1:36,0.00286225,NEWTON CIRCUS,205,1,1_36
36,1:37,0.00265009,NASSIM,111,1,1_37
37,1:38,0.00254345,BOAT QUAY,230,1,1_38
38,1:39,0.00245879,RIDOUT,233,1,1_39
39,1:40,0.00230612,CLIFFORD PIER,254,1,1_40
40,1:41,0.00217333,TELOK BLANGAH WAY,53,1,1_41
41,1:42,0.00215135,BAYFRONT SUBZONE,283,1,1_42
42,1:43,0.0021338,BUKIT HO SWEE,138,1,1_43
43,1:44,0.00203537,RAFFLES PLACE,272,1,1_44
44,1:45,0.00195555,TYERSALL,226,1,1_45
45,1:46,0.00185142,MARGARET DRIVE,52,1,1_46
46,1:47,0.00181717,DEPOT ROAD,218,1,1_47
47,1:48,0.00180885,LEEDON PARK,270,1,1_48
48,1:49,0.00163911,SENTOSA,297,1,1_49
49,1:50,0.00163275,CORONATION ROAD,115,1,1_50
50,1:51,0.00159206,MALCOLM,176,1,1_51
51,1:52,0.00158741,ANSON,237,1,1_52
52,1:53,0.00155825,FORT CANNING,261,1,1_53
53,1:54,0.00155036,QUEENSWAY,183,1,1_54
54,1:55,0.00151792,KAMPONG GLAM,178,1,1_55
55,1:56,0.00148987,CITY TERMINALS,235,1,1_56
56,1:57,0.00136796,SELEGIE,135,1,1_57
57,1:58,0.00131917,ONE TREE HILL,155,1,1_58
58,1:59,0.00127526,TANJONG PAGAR,219,1,1_59
59,1:60,0.00124957,PATERSON,284,1,1_60
60,1:61,0.00124715,MACKENZIE,170,1,1_61
61,1:62,0.00119584,FARRER COURT,274,1,1_62
62,1:63,0.0010921,DUNEARN,222,1,1_63
63,1:64,0.00106765,ROCHOR CANAL,88,1,1_64
64,1:65,0.0008412560000000001,HILLCREST,90,1,1_65
65,1:66,0.0008142630000000001,INSTITUTION HILL,287,1,1_66
66,1:67,0.000792293,MAXWELL,265,1,1_67
67,1:68,0.0005858230000000001,GOODWOOD PARK,113,1,1_68
68,1:69,0.000531758,TANGLIN,286,1,1_69
69,1:70,0.0005207030000000001,LITTLE INDIA,203,1,1_70
70,1:71,0.000511946,LEONIE HILL,23,1,1_71
71,1:72,0.00048136,OXLEY,214,1,1_72
72,1:73,0.000452175,MARINA SOUTH,300,1,1_73
73,1:74,0.000336196,ALEXANDRA NORTH,251,1,1_74
74,1:75,0.000324803,PHILLIP,303,1,1_75
75,1:76,0.00030073,ORANGE GROVE,277,1,1_76
76,1:77,0.000207926,STRAITS VIEW,298,1,1_77
77,1:78,0.000169228,MONK'S HILL,280,1,1_78
78,2:1,0.0152166,GEYLANG EAST,10,2,2_1
79,2:2,0.015193799999999999,TOA PAYOH CENTRAL,68,2,2_2
80,2:3,0.0136401,ALJUNIED,21,2,2_3
81,2:4,0.00921127,SENGKANG TOWN CENTRE,33,2,2_4
82,2:5,0.00871358,BISHAN EAST,61,2,2_5
83,2:6,0.00827144,MARINE PARADE,50,2,2_6
84,2:7,0.00779585,LAVENDER,82,2,2_7
85,2:8,0.00747941,BALESTIER,108,2,2_8
86,2:9,0.0067633,UPPER THOMSON,110,2,2_9
87,2:10,0.00576823,KAMPONG UBI,56,2,2_10
88,2:11,0.00555571,BENDEMEER,173,2,2_11
89,2:12,0.00530878,MATILDA,99,2,2_12
90,2:13,0.00459206,RIVERVALE,32,2,2_13
91,2:14,0.00445129,MACPHERSON,20,2,2_14
92,2:15,0.00437156,KALLANG BAHRU,166,2,2_15
93,2:16,0.00398376,MARYMOUNT,22,2,2_16
94,2:17,0.00378359,PUNGGOL FIELD,29,2,2_17
95,2:18,0.0035614000000000006,KATONG,159,2,2_18
96,2:19,0.00340133,BOON KENG,197,2,2_19
97,2:20,0.00329499,GEYLANG BAHRU,133,2,2_20
98,2:21,0.00276462,BOON TECK,122,2,2_21
99,2:22,0.00270357,PEI CHUN,67,2,2_22
100,2:23,0.00257712,BENCOOLEN,223,2,2_23
101,2:24,0.00253086,LORONG 8 TOA PAYOH,57,2,2_24
102,2:25,0.00248454,ANCHORVALE,207,2,2_25
103,2:26,0.00244046,FERNVALE,3,2,2_26
104,2:27,0.00235096,SENNETT,136,2,2_27
105,2:28,0.00231125,BRADDELL,186,2,2_28
106,2:29,0.00228101,TOA PAYOH WEST,94,2,2_29
107,2:30,0.00192015,JOO SENG,175,2,2_30
108,2:31,0.00191303,POTONG PASIR,242,2,2_31
109,2:32,0.00180708,SUNGEI ROAD,153,2,2_32
110,2:33,0.00164932,KALLANG WAY,161,2,2_33
111,2:34,0.00160463,KAMPONG BUGIS,140,2,2_34
112,2:35,0.00138217,MOUNTBATTEN,107,2,2_35
113,2:36,0.00110206,WATERWAY EAST,172,2,2_36
114,2:37,0.000974029,TANJONG RHU,54,2,2_37
115,2:38,0.0008471160000000001,BIDADARI,62,2,2_38
116,2:39,0.000832006,WOODLEIGH,246,2,2_39
117,2:40,0.0007484,SELETAR,229,2,2_40
118,2:41,0.0007259580000000001,PUNGGOL TOWN CENTRE,209,2,2_41
119,2:42,0.000588537,KIM KEAT,199,2,2_42
120,2:43,0.0005416269999999999,MOUNT PLEASANT,239,2,2_43
121,2:44,0.000142575,ISTANA NEGARA,281,2,2_44
122,2:45,0.000121294,NORTHSHORE,262,2,2_45
123,2:46,4.5718100000000005e-05,AIRPORT ROAD,302,2,2_46
124,3:1,0.0228215,TAMPINES EAST,40,3,3_1
125,3:2,0.0177018,BEDOK NORTH,16,3,3_2
126,3:3,0.0130942,TAMPINES WEST,78,3,3_3
127,3:4,0.00986016,FRANKEL,121,3,3_4
128,3:5,0.00803508,PASIR RIS CENTRAL,24,3,3_5
129,3:6,0.00782991,SIMEI,28,3,3_6
130,3:7,0.00705065,KAKI BUKIT,25,3,3_7
131,3:8,0.00672448,BEDOK SOUTH,123,3,3_8
132,3:9,0.00659192,CHANGI AIRPORT,41,3,3_9
133,3:10,0.00552537,PASIR RIS DRIVE,30,3,3_10
134,3:11,0.0054136,KEMBANGAN,91,3,3_11
135,3:12,0.00407165,BEDOK RESERVOIR,74,3,3_12
136,3:13,0.00312761,PASIR RIS WEST,127,3,3_13
137,3:14,0.00311325,XILIN,238,3,3_14
138,3:15,0.00131281,TAMPINES NORTH,255,3,3_15
139,3:16,0.00126896,CHANGI POINT,234,3,3_16
140,3:17,0.00124927,PASIR RIS PARK,151,3,3_17
141,3:18,0.00103931,FLORA DRIVE,27,3,3_18
142,3:19,0.000993347,LOYANG WEST,129,3,3_19
143,3:20,0.0009456,PAYA LEBAR NORTH,139,3,3_20
