ind,clusters,flow,node,ori_index,level_1,level_2
0,1:1,0.033649,CHANGI AIRPORT,41,1,1_1
1,1:2,0.029139599999999995,TAMPINES EAST,40,1,1_2
2,1:3,0.0277447,BEDOK NORTH,16,1,1_3
3,1:4,0.0188933,ALJUNIED,21,1,1_4
4,1:5,0.018613499999999998,GEYLANG EAST,10,1,1_5
5,1:6,0.0150593,FRANKEL,121,1,1_6
6,1:7,0.010903200000000002,KAKI BUKIT,25,1,1_7
7,1:8,0.00951293,SERANGOON CENTRAL,69,1,1_8
8,1:9,0.00918092,SIMEI,28,1,1_9
9,1:10,0.00885199,KEMBANGAN,91,1,1_10
10,1:11,0.008511200000000002,BEDOK SOUTH,123,1,1_11
11,1:12,0.00842428,MARINE PARADE,50,1,1_12
12,1:13,0.00841263,ANG MO KIO TOWN CENTRE,60,1,1_13
13,1:14,0.00820868,TAMPINES WEST,78,1,1_14
14,1:15,0.00781071,PASIR RIS CENTRAL,24,1,1_15
15,1:16,0.00763048,KAMPONG UBI,56,1,1_16
16,1:17,0.00749254,HOUGANG CENTRAL,81,1,1_17
17,1:18,0.00743938,SENGKANG TOWN CENTRE,33,1,1_18
18,1:19,0.00726548,LORONG AH SOO,83,1,1_19
19,1:20,0.006752299999999999,CHONG BOON,34,1,1_20
20,1:21,0.00654742,CITY HALL,206,1,1_21
21,1:22,0.0063618,BOON KENG,197,1,1_22
22,1:23,0.00594863,MACPHERSON,20,1,1_23
23,1:24,0.00523971,KALLANG BAHRU,166,1,1_24
24,1:25,0.00511868,BENDEMEER,173,1,1_25
25,1:26,0.00501676,LAVENDER,82,1,1_26
26,1:27,0.00497682,CHENG SAN,73,1,1_27
27,1:28,0.00458681,PASIR RIS DRIVE,30,1,1_28
28,1:29,0.00435231,PUNGGOL FIELD,29,1,1_29
29,1:30,0.00406749,MARINA CENTRE,49,1,1_30
30,1:31,0.00385016,RIVERVALE,32,1,1_31
31,1:32,0.00375592,JOO SENG,175,1,1_32
32,1:33,0.00348751,KOVAN,26,1,1_33
33,1:34,0.00341997,SERANGOON GARDEN,80,1,1_34
34,1:35,0.00338809,TAI SENG,196,1,1_35
35,1:36,0.00332026,MATILDA,99,1,1_36
36,1:37,0.00330626,YIO CHU KANG,55,1,1_37
37,1:38,0.00316141,BEDOK RESERVOIR,74,1,1_38
38,1:39,0.00314334,DEFU INDUSTRIAL PARK,9,1,1_39
39,1:40,0.00313105,KAMPONG BUGIS,140,1,1_40
40,1:41,0.00305211,CRAWFORD,92,1,1_41
41,1:42,0.00301456,HOUGANG WEST,167,1,1_42
42,1:43,0.00281961,KALLANG WAY,161,1,1_43
43,1:44,0.00270053,UPPER PAYA LEBAR,201,1,1_44
44,1:45,0.00264757,GEYLANG BAHRU,133,1,1_45
45,1:46,0.00256753,XILIN,239,1,1_46
46,1:47,0.00248318,CHANGI POINT,235,1,1_47
47,1:48,0.00248266,SERANGOON NORTH,93,1,1_48
48,1:49,0.00234254,FLORA DRIVE,27,1,1_49
49,1:50,0.00229638,TRAFALGAR,4,1,1_50
50,1:51,0.00213433,TOWNSVILLE,96,1,1_51
51,1:52,0.00199558,BENCOOLEN,224,1,1_52
52,1:53,0.00199413,LOYANG WEST,129,1,1_53
53,1:54,0.00193726,KANGKAR,131,1,1_54
54,1:55,0.00193644,KATONG,159,1,1_55
55,1:56,0.00191807,SENNETT,136,1,1_56
56,1:57,0.00191125,PASIR RIS WEST,127,1,1_57
57,1:58,0.0016921,PAYA LEBAR NORTH,139,1,1_58
58,1:59,0.00162623,HOUGANG EAST,31,1,1_59
59,1:60,0.00157728,TAMPINES NORTH,256,1,1_60
60,1:61,0.00142306,SELETAR HILLS,217,1,1_61
61,1:62,0.00141859,POTONG PASIR,243,1,1_62
62,1:63,0.0014183,BAYFRONT SUBZONE,284,1,1_63
63,1:64,0.0013851,SERANGOON NORTH IND ESTATE,226,1,1_64
64,1:65,0.0013824000000000002,SELETAR,230,1,1_65
65,1:66,0.00130426,MOUNTBATTEN,107,1,1_66
66,1:67,0.00115097,CHANGI WEST,168,1,1_67
67,1:68,0.00113718,KEBUN BAHRU,144,1,1_68
68,1:69,0.00112534,COMPASSVALE,150,1,1_69
69,1:70,0.000959428,SHANGRI-LA,63,1,1_70
70,1:71,0.000939301,YIO CHU KANG WEST,143,1,1_71
71,1:72,0.000869781,BIDADARI,62,1,1_72
72,1:73,0.0008242480000000001,SIGLAP,198,1,1_73
73,1:74,0.0007918360000000001,LOYANG EAST,182,1,1_74
74,1:75,0.0007607489999999999,KAMPONG GLAM,178,1,1_75
75,1:76,0.000704778,MAXWELL,266,1,1_76
76,1:77,0.00069551,FERNVALE,3,1,1_77
77,1:78,0.000684252,YIO CHU KANG EAST,257,1,1_78
78,1:79,0.000670247,SELETAR AEROSPACE PARK,229,1,1_79
79,1:80,0.000624373,TANJONG RHU,54,1,1_80
80,1:81,0.000520271,BAYSHORE,98,1,1_81
81,1:82,0.000519521,ANCHORVALE,208,1,1_82
82,1:83,0.000489262,PATERSON,285,1,1_83
83,1:84,0.000445187,PASIR RIS PARK,151,1,1_84
84,1:85,0.00041633400000000003,PAYA LEBAR WEST,267,1,1_85
85,1:86,0.00040952699999999997,PASIR RIS WAFER FAB PARK,119,1,1_86
86,1:87,0.000267637,PLAB,259,1,1_87
87,1:88,0.000262098,PUNGGOL TOWN CENTRE,210,1,1_88
88,1:89,0.00023971799999999998,WOODLEIGH,247,1,1_89
89,1:90,0.000222516,WATERWAY EAST,172,1,1_90
90,1:91,0.00016737599999999998,LORONG HALUS,294,1,1_91
91,1:92,0.00014182,INSTITUTION HILL,289,1,1_92
92,1:93,0.00010489100000000001,PAYA LEBAR EAST,290,1,1_93
93,1:94,7.85592e-05,STRAITS VIEW,298,1,1_94
94,1:95,7.26089e-05,NORTHSHORE,263,1,1_95
95,1:96,1.35881e-05,SENGKANG WEST,250,1,1_96
96,2:1,0.0310612,JURONG WEST CENTRAL,65,2,2_1
97,2:2,0.018633700000000003,JURONG GATEWAY,89,2,2_2
98,2:3,0.018397099999999996,MARITIME SQUARE,38,2,2_3
99,2:4,0.0114027,CLEMENTI CENTRAL,37,2,2_4
100,2:5,0.0105176,TAMAN JURONG,8,2,2_5
101,2:6,0.007662,TEBAN GARDENS,13,2,2_6
102,2:7,0.00755709,CHOA CHU KANG CENTRAL,141,2,2_7
103,2:8,0.007239499999999999,ONE NORTH,112,2,2_8
