node,in_degree_weekday,out_degree_weekday,PageRank_weekday,HITS_hub_weekday,HITS_authority_weekday,in_degree_weekend,out_degree_weekend,PageRank_weekend,HITS_hub_weekend,HITS_authority_weekend
CORONATION ROAD,13477.5606462065,14117.029446402832,0.0026462205254343127,0.0017314090934966522,0.001715661652463054,9471.736826818676,9028.507857822748,0.0020826729158594528,0.0011516456558940207,0.001281769610278131
CRAWFORD,13227.316206614449,12132.853295812378,0.0025869426144618656,0.00189149424507656,0.002039267165959616,14736.614394202084,14277.376427974317,0.0028106405168057324,0.0024845764801050356,0.0025311550907420655
DAIRY FARM,5468.96402346695,5729.921155371045,0.0013610487915771364,0.0006751594365113745,0.000597000547904783,4054.331212159009,4057.519192848207,0.0011444769100275093,0.0004904312254645991,0.0004967130183889291
DEFU INDUSTRIAL PARK,6682.481674020665,4445.395724583891,0.0014788129334501786,0.0008324987287137923,0.0009701722497142855,5447.468197726458,4003.3676445736432,0.0013152779027909025,0.0007457916595433864,0.0007012788376618873
DEPOT ROAD,3861.5445883522752,3221.31831067137,0.0011711263960161274,0.00024860821902212286,0.0002842242709844728,3024.0869569668876,2777.5118017540767,0.0010801808440513356,0.00025766544798162897,0.0002821869473161587
DHOBY GHAUT,37334.835345764215,37478.270702696784,0.006143773492735001,0.006627789347388208,0.00663285621319018,41974.49871597654,42004.64938749577,0.006848107770033426,0.008116671758044496,0.008238219252440051
DOVER,9822.703493512085,8923.796849072736,0.002176826701046322,0.000884296746182017,0.0009338929147051996,7618.883977389055,6196.49507491384,0.0019277054770556851,0.00038121218959166124,0.0005296246992194125
DUNEARN,3158.533930403015,5042.553661411266,0.0012129364808561415,0.0004880726406438821,0.00021066254068220164,3044.770688847984,4651.833978033668,0.0011833108485941788,0.0005462876491468613,0.0002631885275502135
EVERTON PARK,6859.455145902087,5822.78910709061,0.0016757539292050687,0.00047305778565965087,0.0008988451283400418,6690.121737952488,5446.759936604465,0.001660896519649995,0.0005429416400248422,0.001052455147711467
FABER,3615.2466965912145,3856.4433574554732,0.0010813749374313075,0.0006326420323101566,0.0003736677621540138,2810.3550608622404,3153.955721990007,0.000986645347171689,0.0005260171698120769,0.00036255285765700253
FAJAR,10987.057540969863,10766.070411495344,0.0022489723979350266,0.00110570431500987,0.0010386277260829003,11059.281863279275,11040.324322070894,0.0022783716282972453,0.0012724852448496294,0.0011269671385341661
FARRER COURT,7999.488630397359,7658.301326638506,0.0018375601125572366,0.0010876111029396343,0.0009989506454000457,7158.993341907928,6749.134925723226,0.0017345690323244947,0.0009560521518740432,0.000867471606443438
FARRER PARK,53460.5770321169,50757.349253845394,0.008482725342944234,0.008697583614695794,0.008562589768367245,84523.4053809194,84624.56552953171,0.013404211369518299,0.015626104312951333,0.014596135684809034
FERNVALE,23066.50010512022,24671.02111533337,0.00403560831418415,0.0038900358446998557,0.0032502234448892517,22597.19112489493,24234.471643277728,0.003973980309677978,0.0038148916918116305,0.003216669854243543
FLORA DRIVE,6043.622264618519,5723.58106621379,0.001348725445739944,0.002255499562891391,0.002374903403272061,4954.650080570443,5433.804399089853,0.001246888251458966,0.0018885884966606393,0.0016125300092113943
FORT CANNING,2962.3327420644105,1896.3171854906761,0.0012111003722550017,0.00022377841035948616,0.00018422477138554466,2874.035883865854,2532.3782399754023,0.001153888545495622,0.0003692219917498052,0.00023982592124893753
FRANKEL,32619.99537066778,26057.632424174415,0.00513672163985919,0.0060586819967855384,0.007775456782352635,33106.75731673309,26327.476158778,0.005225955974311135,0.006089959174534652,0.00779639289915006
GALI BATU,6443.412706043279,6053.84870655737,0.0017087164149397983,0.0006487727950087176,0.0006567716724040517,8817.28686698462,8895.258268378811,0.001980647795505249,0.0010567412558352403,0.0009583782705848542
GEYLANG BAHRU,14421.07135663782,14487.696098474775,0.0026260807632647923,0.002227298994703554,0.0022858710792129713,13221.625169024916,13330.279003224363,0.0024892802411204643,0.0021230816690502013,0.002071608575771562
GEYLANG EAST,82375.20749580064,84966.64200635104,0.012248149743944113,0.018153540323656556,0.017349272093682366,96353.61715073917,99462.71019091769,0.014452940018714385,0.021329573643236534,0.020235510211589522
GHIM MOH,5521.799044073553,5223.224435686276,0.0015503984126741283,0.0004306343031292013,0.0005122704346838774,5575.20591158607,5447.342841775667,0.0016084509046798002,0.00046444265844692087,0.00043920600017543853
GOMBAK,31328.31907010667,35337.94732730779,0.005207031593279667,0.004736310383237555,0.0041338403253093235,29272.637542790264,33834.26126624952,0.005039912937500482,0.004714683981833217,0.004405104814765606
GOODWOOD PARK,1694.1318609077427,1007.4059015905871,0.0007858459706324522,0.00012538847481685878,0.0003116906278992765,1235.7589629323327,949.1701882259115,0.0007121471990474034,0.00016497162045785304,0.00024736542092756433
GREENWOOD PARK,3269.1281802430813,2423.143536338275,0.0009269611423832768,0.0006524528292948315,0.0011832680781425986,868.7167390059915,2017.2781025656589,0.0006219476661777438,0.0004213224990845604,0.0002484794860328761
GUILIN,25605.54234893641,23953.392098256576,0.004313658310313862,0.004650343585773235,0.004682831268591753,24722.36126070066,23478.16658848096,0.004222835659546484,0.004830649651377584,0.004812863803265405
GUL BASIN,1699.01509048417,428.7213966518899,0.0008337641009274535,4.513585966779841e-05,0.00019054444555057914,1388.6932229016409,424.07918153784544,0.0008109024892626784,3.8332222445698544e-05,0.00012126494443760645
GUL CIRCLE,4856.783670612747,5971.64550305925,0.001335160618219445,0.0011933802725967964,0.0010361677447328383,4056.727026551164,5141.633143055793,0.0012578752282354304,0.0010201022402675588,0.0008580129465107946
HENDERSON HILL,10305.314816560984,11725.92914084548,0.0023895695161907965,0.001173727886813757,0.0009220611394640584,10570.515194796717,12225.928274203838,0.0024941431758870925,0.0013617763216286843,0.0010300344865967947
HILLCREST,3006.717810893011,3365.7638055394564,0.001142691874102126,0.00028603109154919955,0.0002142336233036904,2090.686547350927,2773.6696418622237,0.0009400883717414533,0.0003618531343835452,0.0001499427989008409
HILLVIEW,8123.514001971613,7515.7023406174485,0.001796578227814769,0.0006494560071339194,0.0006435309621594141,7293.710641028081,6874.852534840817,0.001727325312179695,0.0006025537860144926,0.0005875540604979762
HOLLAND DRIVE,6826.6241470534305,7090.248783757996,0.0017937562969944766,0.0005723913285989792,0.0005529666359805164,6977.061509321131,7094.520035215592,0.0019074588805100849,0.0006438726197397096,0.00048560546617869543
HOLLAND ROAD,17535.04016423667,19721.98061399395,0.0033724518892780295,0.002527019911279395,0.0016852323071491883,10877.721809720917,12463.228190547732,0.0023573213056975314,0.0014803796781815753,0.0011156451713578237
HONG KAH,32260.445792971266,32480.539926023106,0.005880452406760055,0.0067194191999846225,0.006728400461060152,34897.84314168513,34359.69004492428,0.006212566651985331,0.007815884966501914,0.007953884092596836
HONG KAH NORTH,9727.436916507671,11924.327782493476,0.0020271827569976002,0.0012932851888377236,0.0010206019053539237,9140.203796231288,11099.078561321789,0.001962937343361484,0.0012121376742871269,0.0009938698346277967
HOUGANG CENTRAL,57194.058612919536,56011.26134756412,0.008551669513607016,0.007437041175938024,0.0076610472247154145,56455.43271296039,53444.981169767,0.00843286398958596,0.007563653743068709,0.008057093238559337
HOUGANG EAST,11519.015367623588,12107.575332375329,0.002036692392653933,0.0015570011274763731,0.001528019332718879,11605.328568605437,11377.901534876486,0.0020621975330723298,0.0014348856739683643,0.0015302949481736427
HOUGANG WEST,25693.679219806305,27138.164688672,0.004126566241247322,0.0034423887440225864,0.0036265790124134574,26051.599050066954,27995.945060460384,0.004203090320776151,0.0034917255732004183,0.0036505260001995035
INSTITUTION HILL,1731.5408874843038,1352.8289937267207,0.0007778847387088033,0.00012664558432558064,0.00016180812936987963,1940.2594063975084,1464.408217181528,0.0008068818118112788,0.00015652735568041164,0.00019457387470096132
INTERNATIONAL BUSINESS PARK,1898.2246970439676,1989.305648697155,0.0008107535535390191,0.00023503994041899125,0.00031423254481387116,756.3978070941056,963.8619056590286,0.0006273701826342079,0.00012324016804665975,0.00012706986082643972
ISTANA NEGARA,251.1375210734146,316.8343989819946,0.0005331471417220768,3.648012491078546e-05,3.463332374595397e-05,169.2305335725957,201.29031798829303,0.0005202321136092519,2.2714359179316795e-05,2.5168893252831603e-05
JELEBU,46912.434709087735,44443.821602024786,0.008380818453372832,0.0040512418621829315,0.0046034700906645186,48520.15758045489,45459.95978925686,0.008754554834531868,0.00407202861330982,0.004901150697258896
JOO KOON,24960.189163011702,26621.253348956652,0.006143906002917912,0.0053486684729677145,0.0053865954300909335,22208.99997064424,22785.286207569545,0.005956618264136365,0.004406365166536298,0.004943020591669694
JOO SENG,23355.61826598967,23177.11775509193,0.0037422083696871627,0.004658795553545338,0.004811721893067611,14215.535449074709,13438.976750764747,0.0025417407059136602,0.002660236609787653,0.0028203127116505876
JURONG GATEWAY,105511.25137003353,103853.91207707339,0.017345444286126905,0.018810815213039973,0.01893875637029371,120800.06279824265,119945.3565830596,0.02023231007684619,0.022253117361570943,0.022026515864981153
JURONG PORT,2149.3186178533065,1311.059940742635,0.0008250818842229022,0.00024184279139308754,0.00047487910546347204,1367.6334231681624,952.0784462843438,0.0007059973460906178,0.00018702189428137183,0.0003205359624730096
JURONG RIVER,2396.924517536627,2930.678950345783,0.0008948648499091695,0.0009041950394352326,0.0006398883903598369,4064.5413485613662,3608.3710436201236,0.001183982109991228,0.0012707370313748791,0.001157762101969316
JURONG WEST CENTRAL,129763.80237453546,133082.68358093398,0.02324003183597694,0.024342671463657768,0.02267263985101581,128388.3974323577,129569.82025230645,0.023228638209175652,0.024670910899565603,0.024531324217828433
KAKI BUKIT,42642.09109683155,41352.84437745713,0.006707451530057109,0.010147060998759623,0.01004383287596295,38349.28440124055,37915.03379585721,0.006143454177785851,0.008716856673797525,0.008838263822559233
