ind,node,weekday_in_core,weekday_out_core,weekend_in_core,weekend_out_core,weekday_in_core_lvl,weekday_out_core_lvl,weekend_in_core_lvl,weekend_out_core_lvl,weekday_ksc_ent_in,weekday_ksc_ent_out,weekend_ksc_ent_in,weekend_ksc_ent_out
200,RESERVOIR VIEW,633,587,572,599,0,0,0,0,0.8494780782408785,0.9924177046306608,0.909621080627755,0.9268708836615731
201,RIDOUT,3017,3060,2859,2762,0,0,0,0,0.9885194280923834,0.5742669434092176,0.9929977528265879,0.7767942154271029
202,RIVERVALE,7385,7318,6252,6239,1,1,1,1,0.313871489274878,0.185582443413885,0.30616259077563457,0.13614785980670227
203,ROBERTSON QUAY,4120,3852,3843,3698,0,0,0,0,0.9295209927590165,0.8461579355368006,0.9360337357583735,0.8130431580615358
204,ROCHOR CANAL,2869,2767,2774,2752,0,0,0,0,0.6441615862590045,0.5205858454082611,0.6406973661458497,0.4375900725148128
205,SAFTI,252,876,215,683,0,0,0,0,0.6693495578134059,0.01572515804049107,0.7356519317887128,0.006010540961541662
206,SAMULUN,534,271,374,224,0,0,0,0,0.22782527355137105,0.41980182357268553,0.23748243333460425,0.38932561445155894
207,SAUJANA,5480,6401,5059,5748,1,1,1,1,0.15057368475688127,0.15759597546326476,0.14543745546780604,0.14395192031419765
208,SELEGIE,2291,2088,2189,1959,0,0,0,0,0.8122771428198177,0.4858213029567426,0.8151975707000851,0.4605645927408747
209,SELETAR,2480,2668,2325,2446,0,0,0,0,0.862190096223084,0.7440664902193053,0.8285890843915793,0.6669161385261597
210,SELETAR AEROSPACE PARK,1149,1183,798,860,0,0,0,0,0.99999618635879,0.9205644560846307,0.9999939902340276,0.924852668481705
211,SELETAR HILLS,3264,2597,2581,2195,0,0,0,0,0.3408852045839417,0.47436322898196115,0.20902025778212968,0.5216342892243165
212,SEMBAWANG CENTRAL,7385,7318,6252,6239,1,1,1,1,0.8602401764913583,0.8415983356843735,0.8788435083037307,0.8420149178772346
213,SEMBAWANG EAST,1341,1863,1230,1854,0,0,0,0,0.9371711594993031,0.8173009100933561,0.9328220705855241,0.6709742904877135
214,SEMBAWANG HILLS,3169,2668,2822,2511,0,0,0,0,0.5439292330855119,0.9501451962936018,0.5830915477236396,0.895768751913451
215,SEMBAWANG NORTH,3232,2668,3119,2463,0,0,0,0,0.5177694642131464,0.5543537257357871,0.596659024238422,0.537437945733675
216,SEMBAWANG SPRINGS,2797,2668,2793,2593,0,0,0,0,0.9158704628014034,0.9870506432062947,0.9178471818353,0.9679424756023539
217,SEMBAWANG STRAITS,414,554,534,755,0,0,0,0,0.7683670328555712,0.859019222807129,0.7534060425354867,0.8281580630054055
218,SENGKANG TOWN CENTRE,7385,7318,6252,6239,1,1,1,1,0.22381033509940218,0.20947053066329346,0.20246917352092117,0.21431401675931214
219,SENGKANG WEST,776,877,785,781,0,0,0,0,0.717377728780087,0.472987423307192,0.6996912094802702,0.4427496440408558
220,SENJA,5369,5863,5059,5445,1,1,1,1,0.7453659779175713,0.24579890501467552,0.8372508738103495,0.22967514423532545
221,SENNETT,4831,4445,4464,3903,1,0,1,0,0.4690276529496004,0.6656266551111921,0.38017017407124015,0.669487408957986
222,SENOKO NORTH,1457,1700,1356,1485,0,0,0,0,0.9935696509816349,0.964692171139417,0.807189132138817,0.997749628472493
223,SENOKO SOUTH,2271,2441,1607,1872,0,0,0,0,0.7089284278716053,0.4387702844736525,0.8261232601015799,0.4893221408149137
224,SENOKO WEST,1457,2021,1356,1893,0,0,0,0,0.7584185493210838,0.8726303745403936,0.6842769089869242,0.818975733878722
225,SENTOSA,919,493,1166,870,0,0,0,0,0.9948344000086912,0.9997329497073932,0.9981791149155247,0.9305861291319932
226,SERANGOON CENTRAL,7385,7318,6252,6239,1,1,1,1,0.16888799451481887,0.2359921343184422,0.16100083393880438,0.36587589748850113
227,SERANGOON GARDEN,5789,6396,5321,5684,1,1,1,1,0.20874072347990133,0.34800256605834434,0.20761837147003934,0.5482872019698377
228,SERANGOON NORTH,5770,4758,4987,3984,1,1,1,0,0.24350681792578993,0.46262443084196814,0.1998008828979498,0.45718676852208806
229,SERANGOON NORTH IND ESTATE,3174,2644,2112,1755,0,0,0,0,0.14171222617033694,0.3595923594384356,0.13664317307874413,0.47292558988537753
230,SHANGRI-LA,5351,4006,4987,3847,1,0,1,0,0.483061710781991,0.8572985344046988,0.4747001355582763,0.8111279245014767
231,SHIPYARD,486,556,352,392,0,0,0,0,0.7323157326889445,0.5282026617087286,0.7894609234528245,0.621985028422628
232,SIGLAP,1891,4039,1789,3814,0,0,0,0,0.3889818195484823,0.44605358906327813,0.39485679833654436,0.454008908733295
233,SIMEI,7385,7318,6252,6239,1,1,1,1,0.19944575512480045,0.3096385744285167,0.2222002783504614,0.3154041059075919
234,SINGAPORE GENERAL HOSPITAL,7385,7318,6252,6171,1,1,1,1,0.3569929207686595,0.3334935099837637,0.40800496596016034,0.36514994423518393
235,SINGAPORE POLYTECHNIC,7385,7231,5501,5577,1,1,1,1,0.24065699602794313,0.38504208749071306,0.6794003889681562,0.7852183379246955
236,SOMERSET,7385,7318,6252,6239,1,1,1,1,0.3936062217463978,0.42584323472467184,0.39805592550994257,0.4324570439547282
237,SPRINGLEAF,2611,1565,2293,1457,0,0,0,0,0.7473743601998842,0.7750041872337435,0.8437108241587153,0.7442479169551427
238,STRAITS VIEW,3034,3085,3759,3875,0,0,0,0,0.36989421052906274,0.08558033131249228,0.34654509443776704,0.08188555720593739
239,SUNGEI ROAD,6385,6269,6252,6106,1,1,1,1,0.2863514560753726,0.42066482516036635,0.2849248459383201,0.4171420322567331
240,SUNSET WAY,2416,1862,2084,1480,0,0,0,0,0.5773212257481709,0.8016433511857606,0.6592333039703454,0.9033717492145173
241,SWISS CLUB,4069,4006,3417,3745,0,0,0,0,0.6626201929445285,0.9464324633784764,0.8067896116859771,0.8904639305233958
242,TAGORE,3677,2872,3145,2572,0,0,0,0,0.8034337746564746,0.7475844971347496,0.8385505768121692,0.7315648516769362
243,TAI SENG,5104,4758,4464,4149,1,1,1,1,0.271356464242331,0.2776444636623291,0.21877158668525507,0.32493762682574195
244,TAMAN JURONG,7385,7318,6252,6239,1,1,1,1,0.3568524766823044,0.4262974587836643,0.28216277407572454,0.30449995581563466
245,TAMPINES EAST,7385,7318,6252,6239,1,1,1,1,0.5214203391912089,0.41462661437856047,0.540747706617123,0.41333675797898206
246,TAMPINES NORTH,2143,2926,2124,2833,0,0,0,0,0.4953646244078876,0.11117823704790109,0.39106493635230366,0.1343106818830252
247,TAMPINES WEST,7385,7318,6252,6239,1,1,1,1,0.18786535628083326,0.2687642635443075,0.1788505267585283,0.2675196224765744
248,TANGLIN,792,878,679,739,0,0,0,0,0.8938190478283236,0.7133239902189416,0.8944740011943384,0.7476157079829746
249,TANGLIN HALT,4397,4514,4154,4058,0,1,0,0,0.930845297779065,0.792264694239861,0.8941931297476503,0.9225199283388582
250,TANJONG PAGAR,7385,7318,6252,6171,1,1,1,1,0.04264328308400382,0.09294648583030334,0.05827692367103471,0.15664637882434512
251,TANJONG RHU,6317,6396,5918,6106,1,1,1,1,0.35847327999855333,0.37783810231697196,0.28473469135348894,0.3468254479342073
252,TEBAN GARDENS,5170,4480,5059,4298,1,0,1,1,0.7421754775038671,0.6555353698804638,0.623986421772534,0.5655415485128902
253,TECK WHYE,7385,7196,6252,6171,1,1,1,1,0.5432215340824038,0.6124635408501568,0.5896853918487188,0.584511064928635
254,TELOK BLANGAH DRIVE,5186,4696,4589,4298,1,1,1,1,0.7617793323584348,0.733007501758794,0.7174360238498867,0.7008852103170885
255,TELOK BLANGAH RISE,4397,4445,4154,4058,0,0,0,0,0.7595112133268319,0.752713325198689,0.7996733918397463,0.7900101744438421
256,TELOK BLANGAH WAY,2792,4445,2581,3978,0,0,0,0,0.876766663331002,0.7741781028926003,0.8581861859382743,0.858027194702813
257,TENGAH,1613,1388,1454,1245,0,0,0,0,0.9011031727129364,0.8671720688110238,0.8769628495914176,0.7180046401543697
258,TENGEH,170,197,163,180,0,0,0,0,0.9182958340544894,0.7083713520226695,0.8926437189215771,0.20265069939005634
259,THE WHARVES,403,939,450,1062,0,0,0,0,0.8337087138215971,0.9571116488842912,0.9882079923123736,0.7831313405746233
260,TIONG BAHRU,4387,4445,4255,4058,0,0,0,0,0.6594981900741477,0.8122244730405916,0.6710479284103771,0.8282646421995202
261,TIONG BAHRU STATION,7385,7318,6252,6239,1,1,1,1,0.7304480713513642,0.7764102630160987,0.7478961596204878,0.7900721541719039
262,TOA PAYOH CENTRAL,7385,7318,6252,6239,1,1,1,1,0.7333355150772186,0.7801153941471586,0.7216398774881951,0.7738944417564421
263,TOA PAYOH WEST,7385,7318,6252,6171,1,1,1,1,0.2675242935277407,0.5727662271494347,0.24474248062785364,0.5878294792188433
264,TOH GUAN,4584,4411,4434,4136,0,0,0,1,0.6392637047766796,0.7382779930438611,0.6130784454258583,0.6707862595032331
265,TOH TUCK,4039,4043,3427,3543,0,0,0,0,0.5700157109634896,0.47953095294705367,0.45563402424666577,0.16834084713168077
266,TOWNSVILLE,4831,5320,4690,5279,1,1,1,1,0.3217495916025552,0.9042299571864406,0.26843281594990837,0.8608453493304163
267,TRAFALGAR,5780,6396,5321,5684,1,1,1,1,0.44460017610402497,0.2644043214978706,0.3158356761455778,0.30041934005871973
268,TUAS BAY,4403,4425,4422,3983,0,0,0,0,0.9456714922059449,0.8351303110373374,0.9384076346004713,0.9882301658669117
269,TUAS NORTH,4403,4591,3775,4034,0,1,0,0,0.7340102395580911,0.7921483538853534,0.7407484435200761,0.6604333227965722
270,TUAS PROMENADE,4317,4226,4414,4275,0,0,0,1,0.9216467281968346,0.9564287718676044,0.8694405511074424,0.9975815120384102
271,TUAS VIEW,795,714,966,683,0,0,0,0,0.7701235597216177,0.4173564385825824,0.9150259559541029,0.9380719591351134
272,TUAS VIEW EXTENSION,395,374,519,436,0,0,0,0,0.0,0.0,0.0,0.2105740681452862
273,TUKANG,2148,1131,1533,913,0,0,0,0,0.6979514541237679,0.3767080196020656,0.6848799875521725,0.26183216814389
274,TURF CLUB,7385,7318,6252,6239,1,1,1,1,0.9012206926566741,0.831395094786241,0.41556298067413566,0.5199675339573193
275,TYERSALL,6292,6483,5904,5763,1,1,1,1,0.6513985978551816,0.4480027561770587,0.5546467555596263,0.4022833120698757
276,ULU PANDAN,3017,1484,2771,1279,0,0,0,0,0.9135600795483965,0.7891603496324325,0.9503561938456283,0.7311293359038796
277,UPPER PAYA LEBAR,5104,4620,4690,4149,1,1,1,1,0.21733139474410018,0.44086702921295134,0.20866144838104397,0.5186394062482172
278,UPPER THOMSON,7385,7318,6252,6171,1,1,1,1,0.5919049065335927,0.6439332700510035,0.6229389722621194,0.6619582608491774
279,VICTORIA,7385,7318,6252,6239,1,1,1,1,0.19793910384813515,0.33285828976063786,0.20647726269734926,0.34987854368838217
280,WATERWAY EAST,7385,7318,6252,6171,1,1,1,1,0.08950399899481577,0.0725744071425259,0.07207644559332026,0.06519263751666292
281,WENYA,2509,2399,2054,2095,0,0,0,0,0.7029821078220486,0.14988367417014575,0.58455373250699,0.10905984763623418
282,WEST COAST,2673,1558,2190,1382,0,0,0,0,0.47504714165015677,0.7732179420142895,0.3787206987785888,0.41253906941704976
283,WESTERN WATER CATCHMENT,2598,2561,2384,2253,0,0,0,0,0.3550303218651512,0.48964151344656,0.38570596955716496,0.4845361146639563
284,WOODGROVE,2293,4158,2225,4173,0,0,0,1,0.8392074268903568,0.9999876744315681,0.5848634585247021,0.598802390959286
285,WOODLANDS EAST,7385,7318,6252,6239,1,1,1,1,0.7103453295229214,0.6805478548411431,0.6286163316469184,0.5718035096829214
286,WOODLANDS REGIONAL CENTRE,7385,7318,6252,6239,1,1,1,1,0.8679740256177141,0.9605405018504953,0.7372625738619734,0.756526165711243
287,WOODLANDS SOUTH,2143,3446,1799,3190,0,0,0,0,0.3458998794693349,0.5911470341019655,0.26170284993418963,0.3373983714016291
288,WOODLANDS WEST,7385,7318,6252,6239,1,1,1,1,0.8684544507967542,0.5773925512371444,0.7020837448759895,0.20334912682618733
289,WOODLEIGH,3115,1779,2665,1530,0,0,0,0,0.593683004417145,0.9885942551384468,0.3770228507393846,0.9252388528422559
290,XILIN,7385,7318,6252,6106,1,1,1,1,0.4215727844052797,0.08277289561394229,0.45319508497233263,0.08617910836884635
291,YEW TEE,7385,7318,6252,6239,1,1,1,1,0.5801112792744537,0.44197447179722704,0.5259336526339428,0.4341354436712786
292,YIO CHU KANG,7385,7318,6252,6171,1,1,1,1,0.47199484392728963,0.7665649073046569,0.5461735023384308,0.7380707104388855
293,YIO CHU KANG EAST,3455,2867,1995,1822,0,0,0,0,0.2300616276596947,0.4984473497152564,0.4448555806636558,0.6008864279097158
294,YIO CHU KANG NORTH,1385,3133,930,2483,0,0,0,0,0.9657080811598844,0.4053240778318113,0.9520721449442153,0.34418132018946707
295,YIO CHU KANG WEST,4762,4006,4464,3847,1,0,1,0,0.4755181098158125,0.8573463826995706,0.44155269567813094,0.8317584958568396
296,YISHUN CENTRAL,5979,6396,5904,5781,1,1,1,1,0.892082062509848,0.9985540021907136,0.922790013511858,0.9999653085474618
297,YISHUN EAST,3264,3976,3119,3839,0,0,0,0,0.8978595563372124,0.5678940402270581,0.8632148026745615,0.5406767572006485
298,YISHUN SOUTH,3264,6396,3119,5763,0,1,0,1,0.9044923716068451,0.8243284763822102,0.8733998800025742,0.7565862611522112
299,YISHUN WEST,7385,7318,6252,6239,1,1,1,1,0.6311980508184174,0.7086153636280219,0.6352045523512378,0.7083803687132577
300,YUHUA EAST,5186,5179,5059,5005,1,1,1,1,0.6872806702054659,0.7609673521025198,0.6618854284034158,0.5058872402335156
301,YUHUA WEST,4866,5179,4507,5005,1,1,1,1,0.552652286477423,0.6943786519201635,0.5492936555072301,0.49960948316689485
302,YUNNAN,5104,5080,4765,4905,1,1,1,1,0.3994330969957717,0.49056693202290585,0.30490428798015,0.34637318697938974
